region;response;contrast_type;frac_plot;frac_bin;stage;median;lower;upper;n_runs;significant
CBA;Temp;Current landscape;7;30–35;SF[a];-0,39580003911941;-0,5209761711928;-0,294938241019745;30;TRUE
CBA;Temp;Current landscape;8;35–40;SF[e];0,0326530695496637;-0,0561581000502318;0,147500708264611;30;FALSE
CBA;Temp;Current landscape;8;35–40;SF[i];-0,0759359178703978;-0,150591935982753;0,0407647583746616;30;FALSE
CBA;Temp;Current landscape;8;35–40;SF[a];-0,378766715306305;-0,477394203263384;-0,25624092961292;30;TRUE
CBA;Temp;Current landscape;9;40–45;SF[e];0,16054185558829;0,0203353384982174;0,290217866692335;30;TRUE
CBA;Temp;Current landscape;9;40–45;SF[i];0,0427199148692097;-0,0661624022151936;0,153693564791392;30;FALSE
CBA;Temp;Current landscape;9;40–45;SF[a];-0,230980646202996;-0,321066704167174;-0,134190242963164;30;TRUE
CBA;Temp;Current landscape;10;45–50;SF[e];0,0412517404709636;-0,0481063342805192;0,176035886467928;30;FALSE
CBA;Temp;Current landscape;10;45–50;SF[i];-0,00400788936173591;-0,0998585115687887;0,111213975258895;30;FALSE
CBA;Temp;Current landscape;10;45–50;SF[a];-0,254026996121942;-0,385347459676714;-0,149388758967303;30;TRUE
CBA;Temp;Current landscape;11;50–55;SF[e];-0,0578139397534106;-0,15327193739522;0,0846447666404125;30;FALSE
CBA;Temp;Current landscape;11;50–55;SF[i];0,00496815733917977;-0,0924127083365518;0,0901544456205107;30;FALSE
CBA;Temp;Current landscape;11;50–55;SF[a];-0,271156193169324;-0,351154410696788;-0,165453382335947;30;TRUE
CBA;Temp;Current landscape;12;55–60;SF[e];-0,105579483546272;-0,217593534116895;-0,0415711659105543;30;TRUE
CBA;Temp;Current landscape;12;55–60;SF[i];0,0273898400286932;-0,0354877004112146;0,148162115208748;30;FALSE
CBA;Temp;Current landscape;12;55–60;SF[a];-0,293009293083183;-0,384277223650648;-0,208971722349949;30;TRUE
CBA;Temp;Current landscape;13;60–65;SF[e];0,0888042792456627;0,0147446803352481;0,16606729814843;30;TRUE
CBA;Temp;Current landscape;13;60–65;SF[i];0,151737741248936;0,0420395849398762;0,216596663708556;30;TRUE
CBA;Temp;Current landscape;13;60–65;SF[a];-0,157120111835309;-0,266579820955705;-0,0573457435249046;30;TRUE
CBA;Temp;Current landscape;14;65–70;SF[e];-0,135692237060662;-0,216513271958245;-0,0534771071754388;30;TRUE
CBA;Temp;Current landscape;14;65–70;SF[i];0,0562162564567448;-0,035238178671947;0,142168456096755;30;FALSE
CBA;Temp;Current landscape;14;65–70;SF[a];-0,187678583819107;-0,287667266592802;-0,0698579760848211;30;TRUE
CBA;Temp;Current landscape;15;70–75;SF[e];-0,176351775957335;-0,23261210201218;-0,0775275491221263;30;TRUE
CBA;Temp;Current landscape;15;70–75;SF[i];-0,0731818716485133;-0,153422609946582;0,014684236383987;30;FALSE
CBA;Temp;Current landscape;15;70–75;SF[a];-0,292111363321615;-0,403833593943783;-0,221499700905428;30;TRUE
CBA;Temp;Current landscape;16;75–80;SF[e];-0,146002553710983;-0,220587906327414;-0,0429252360276641;30;TRUE
CBA;Temp;Current landscape;16;75–80;SF[i];0,02205847515215;-0,0840789847049552;0,162316901829281;30;FALSE
CBA;Temp;Current landscape;16;75–80;SF[a];-0,305339335423319;-0,421051269939332;-0,154890741120231;30;TRUE
CBA;Temp;Current landscape;17;80–85;SF[e];0,14795892007423;0,0623982015789343;0,254930343667144;30;TRUE
CBA;Temp;Current landscape;17;80–85;SF[i];0,25158954409739;0,162679798695076;0,353612471602405;30;TRUE
CBA;Temp;Current landscape;17;80–85;SF[a];-0,168665766786198;-0,252101490120918;-0,0622961372805816;30;TRUE
CBA;Temp;Current landscape;18;85–90;SF[e];0,26751653681956;0,116609378678425;0,328208811918034;30;TRUE
CBA;Temp;Current landscape;18;85–90;SF[i];-0,0128311198417243;-0,176902525787484;0,041213110568615;30;FALSE
CBA;Temp;Current landscape;18;85–90;SF[a];-0,324843232040081;-0,491024620073237;-0,270709876771799;30;TRUE
CBA;Temp;Current landscape;19;90–95;SF[e];-0,156066043903012;-0,315124540104154;-0,0771856224226562;30;TRUE
CBA;Temp;Current landscape;19;90–95;SF[i];0,159810259992322;0,00681858366131904;0,254586417340057;30;TRUE
CBA;Temp;Current landscape;19;90–95;SF[a];-0,0414218787264992;-0,194484685994998;0,0500791752678411;30;FALSE
CBA;Temp;Current landscape;20;95–100;SF[e];0,02758417883968;-0,0537373475919635;0,0886937944350472;30;FALSE
CBA;Temp;Current landscape;20;95–100;SF[i];-0,255835653784843;-0,328722243343218;-0,198003325417976;30;TRUE
CBA;Temp;Current landscape;20;95–100;SF[a];-0,466678257417618;-0,542799838277358;-0,406464013345637;30;TRUE
