region;response;n_successful_runs;CCC_median;CCC_lower;CCC_upper;RMSE_median;RMSE_lower;RMSE_upper;MAE_median;MAE_lower;MAE_upper;Bias_median;Bias_lower;Bias_upper;R2_median;R2_lower;R2_upper
CBA;Temp;30;0,952217757540802;0,949052697272385;0,954500083224411;0,26774477535455;0,263387552497898;0,271770082234879;0,196100273659479;0,193449383977412;0,198245158445971;2,45859975136551e-14;-2,12639143181772e-12;4,96099368878987e-12;0,909090715835758;0,903379749865266;0,913230047615241
