year_effect;Ano;region;response;run
-0,212697153720445;2001;CBA;Temp;1
0,0701765267691656;2002;CBA;Temp;1
-0,323772021286614;2003;CBA;Temp;1
-0,474431489496068;2004;CBA;Temp;1
-0,106363471999426;2005;CBA;Temp;1
-0,28449124590804;2006;CBA;Temp;1
-0,340656680909902;2007;CBA;Temp;1
-0,272210450526168;2008;CBA;Temp;1
0,392120023883856;2009;CBA;Temp;1
0,127357652959043;2010;CBA;Temp;1
-0,194177138184672;2011;CBA;Temp;1
-0,0806075506493215;2012;CBA;Temp;1
-0,41137302609653;2013;CBA;Temp;1
-0,0121391469979122;2014;CBA;Temp;1
0,638976323035785;2015;CBA;Temp;1
0,578268875702449;2016;CBA;Temp;1
0,323872600916268;2017;CBA;Temp;1
0,139010201894636;2018;CBA;Temp;1
0,215772165416367;2019;CBA;Temp;1
0,395804134465059;2020;CBA;Temp;1
-0,168439129248419;2021;CBA;Temp;1
-0,216579790970766;2001;CBA;Temp;2
0,0691759735149291;2002;CBA;Temp;2
-0,329608463852939;2003;CBA;Temp;2
-0,483259376137087;2004;CBA;Temp;2
-0,108088309483537;2005;CBA;Temp;2
-0,285181208435741;2006;CBA;Temp;2
-0,341551621362861;2007;CBA;Temp;2
-0,275622334099108;2008;CBA;Temp;2
0,396114536499439;2009;CBA;Temp;2
0,127337617596827;2010;CBA;Temp;2
-0,197725192016129;2011;CBA;Temp;2
-0,082869541230843;2012;CBA;Temp;2
-0,414043984226653;2013;CBA;Temp;2
-0,00915313817617838;2014;CBA;Temp;2
0,64313601829852;2015;CBA;Temp;2
0,584069601798241;2016;CBA;Temp;2
0,337135759653301;2017;CBA;Temp;2
0,140241609956875;2018;CBA;Temp;2
0,218139279402169;2019;CBA;Temp;2
0,397739307545952;2020;CBA;Temp;2
-0,169406744253125;2021;CBA;Temp;2
-0,231859423812658;2001;CBA;Temp;3
0,0712130679885676;2002;CBA;Temp;3
-0,333082460308776;2003;CBA;Temp;3
-0,489604475680312;2004;CBA;Temp;3
-0,106862620191304;2005;CBA;Temp;3
-0,281057055612401;2006;CBA;Temp;3
-0,341398772161302;2007;CBA;Temp;3
-0,272375001579338;2008;CBA;Temp;3
0,399714371483321;2009;CBA;Temp;3
0,128512740027501;2010;CBA;Temp;3
-0,18608634560075;2011;CBA;Temp;3
-0,075441062259733;2012;CBA;Temp;3
-0,411130524594487;2013;CBA;Temp;3
-0,013297320581592;2014;CBA;Temp;3
0,642528016415651;2015;CBA;Temp;3
0,575493079544641;2016;CBA;Temp;3
0,329794445613918;2017;CBA;Temp;3
0,135627265889465;2018;CBA;Temp;3
0,218276372472261;2019;CBA;Temp;3
0,402782228504869;2020;CBA;Temp;3
-0,161746525555462;2021;CBA;Temp;3
-0,214404272684475;2001;CBA;Temp;4
0,0642623969873099;2002;CBA;Temp;4
-0,322744378080531;2003;CBA;Temp;4
-0,471768306176911;2004;CBA;Temp;4
-0,109657515038975;2005;CBA;Temp;4
-0,285040111206102;2006;CBA;Temp;4
-0,336289120365341;2007;CBA;Temp;4
-0,27760341043013;2008;CBA;Temp;4
0,392230355189281;2009;CBA;Temp;4
0,131381155679015;2010;CBA;Temp;4
-0,194298825261146;2011;CBA;Temp;4
-0,0746553587035659;2012;CBA;Temp;4
-0,409316947160575;2013;CBA;Temp;4
-0,012538515834872;2014;CBA;Temp;4
0,640542218403335;2015;CBA;Temp;4
0,579406219074305;2016;CBA;Temp;4
0,323739730021208;2017;CBA;Temp;4
0,132855554343061;2018;CBA;Temp;4
0,212302837990619;2019;CBA;Temp;4
0,394211120036968;2020;CBA;Temp;4
-0,162614826860886;2021;CBA;Temp;4
-0,212505898283563;2001;CBA;Temp;5
0,070085884489014;2002;CBA;Temp;5
-0,317957531119899;2003;CBA;Temp;5
-0,476111984789346;2004;CBA;Temp;5
-0,108527792100578;2005;CBA;Temp;5
-0,284829034135262;2006;CBA;Temp;5
-0,331401106726865;2007;CBA;Temp;5
-0,28347952486697;2008;CBA;Temp;5
0,39051869397981;2009;CBA;Temp;5
0,1260554816733;2010;CBA;Temp;5
-0,201882575595734;2011;CBA;Temp;5
-0,0828250079118623;2012;CBA;Temp;5
-0,410128285188906;2013;CBA;Temp;5
-0,00970968084742296;2014;CBA;Temp;5
0,642582177104771;2015;CBA;Temp;5
0,587295373992772;2016;CBA;Temp;5
0,316504934343821;2017;CBA;Temp;5
0,140202504153167;2018;CBA;Temp;5
0,22677189305205;2019;CBA;Temp;5
0,394316235615038;2020;CBA;Temp;5
-0,174974756823109;2021;CBA;Temp;5
-0,223969520311258;2001;CBA;Temp;6
0,0783214966144127;2002;CBA;Temp;6
-0,327691188813817;2003;CBA;Temp;6
-0,480599531754646;2004;CBA;Temp;6
-0,109344919660626;2005;CBA;Temp;6
-0,286366369308091;2006;CBA;Temp;6
-0,34104995761657;2007;CBA;Temp;6
-0,281322158415991;2008;CBA;Temp;6
0,38867955216138;2009;CBA;Temp;6
0,124758689510969;2010;CBA;Temp;6
