region;response;n_successful_runs;CCC_median;CCC_lower;CCC_upper;RMSE_median;RMSE_lower;RMSE_upper;MAE_median;MAE_lower;MAE_upper;Bias_median;Bias_lower;Bias_upper;R2_median;R2_lower;R2_upper
EBA;Evapo;30;0,805145222240935;0,79743470630047;0,812567863405735;81,5424756184383;80,1006812462447;82,3356836602848;59,7377983332022;58,8667927881725;60,3227523536163;2,87906938322448e-14;-3,00373510583592e-12;2,36561080532385e-12;0,678293642945457;0,66785513330108;0,688454611083437
