region;response;Lon;Lat;spatial_median;spatial_mean;spatial_sd;n_runs
EBA;Evapo;-54,8939739175574;-6,74151355295648;-53,0664298446864;-53,0664298446864;;1
EBA;Evapo;-54,8939739175574;-6,30969150271075;-55,6777163634694;-55,6777163634694;;1
EBA;Evapo;-54,8939739175574;-6,21073228286277;-51,3735046703891;-51,3735046703891;;1
EBA;Evapo;-54,8939739175574;-5,50902145121345;-52,3003185870499;-52,3003185870499;;1
EBA;Evapo;-54,8939739175574;-4,47444778916639;-28,5515211994177;-28,5515211994177;;1
EBA;Evapo;-54,8939739175574;-4,26753305675698;-148,852767771661;-148,852767771661;;1
EBA;Evapo;-54,8939739175574;-4,24054417861662;-3,90686704530452;-3,90686704530452;;1
EBA;Evapo;-54,8939739175574;-4,19556271504935;-5,62253608235898;-5,62253608235898;;1
EBA;Evapo;-54,8939739175574;-4,13258866605519;-126,042091687242;-126,042091687242;3,7937265463903;2
EBA;Evapo;-54,8939739175574;-4,12359237334173;-127,909041315479;-127,909041315479;;1
EBA;Evapo;-54,8939739175574;-4,11459608062828;-85,5916203523304;-85,5916203523304;;1
EBA;Evapo;-54,8939739175574;-4,05162203163411;5,50254962479046;5,50254962479046;3,52053881067936;2
EBA;Evapo;-54,8939739175574;-4,0336294462072;-5,51825921054116;-5,51825921054116;;1
EBA;Evapo;-54,8939739175574;-4,02463315349375;-3,85710324794269;-3,85710324794269;;1
EBA;Evapo;-54,8939739175574;-3,53883334696731;-22,9651494892929;-22,9651494892929;;1
EBA;Evapo;-54,8939739175574;-3,47585929797314;-23,4280678853863;-23,4280678853863;;1
EBA;Evapo;-54,8939739175574;-3,46686300525968;-2,88937980885682;-2,88937980885682;;1
EBA;Evapo;-54,8939739175574;-3,45786671254623;-132,306957675814;-132,306957675814;5,05623792609376;2
EBA;Evapo;-54,8939739175574;-3,37690007812516;-0,629404237324323;-0,629404237324323;;1
EBA;Evapo;-54,8939739175574;-3,3499111999848;2,85516042815949;2,85516042815949;;1
EBA;Evapo;-54,8939739175574;-3,32292232184444;24,9168362813195;24,9168362813195;;1
EBA;Evapo;-54,8939739175574;-3,31392602913099;-23,7406935217066;-23,7406935217066;2,60672783984887;2
EBA;Evapo;-54,8939739175574;-3,30492973641754;-62,4647189877554;-62,4647189877554;0,288668055207983;2
EBA;Evapo;-54,8939739175574;-3,29593344370408;2,66960120222322;2,66960120222322;6,3457704781198;2
EBA;Evapo;-54,8939739175574;-3,1969742238561;4,47789324047318;4,47789324047318;;1
EBA;Evapo;-54,8939739175574;-3,07102612586776;-45,706939409342;-44,8242916859453;1,84541627098778;3
EBA;Evapo;-54,8939739175574;-2,94507802787943;-53,3003911488224;-53,3003911488224;;1
EBA;Evapo;-54,8939739175574;-2,89110027159871;17,9584853343537;17,9584853343537;;1
EBA;Evapo;-54,8939739175574;-2,8551151007449;4,43284894955804;4,43284894955804;8,95723831665816;2
EBA;Evapo;-54,8939739175574;-2,81912992989109;-32,4503366533104;-32,4503366533104;4,87721611924355;2
EBA;Evapo;-54,8939739175574;-2,81013363717763;5,60485005417275;5,60485005417275;;1
EBA;Evapo;-54,8939739175574;-2,61221519748167;131,710510749703;131,710510749703;;1
EBA;Evapo;-54,8939739175574;-2,58522631934132;-17,9616753323601;-14,1233429788703;8,03320798786883;5
EBA;Evapo;-54,8939739175574;-2,56723373391441;-22,0167559300585;-20,0558437730726;6,35124721261805;3
EBA;Evapo;-54,8939739175574;-2,55823744120096;-11,1417205226707;-11,1417205226707;;1
EBA;Evapo;-54,8939739175574;-2,54924114848751;-28,4833144071232;-28,4833144071232;2,56025231816373;2
EBA;Evapo;-54,8939739175574;-2,47727080677988;-325,426582740101;-325,426582740101;;1
EBA;Evapo;-54,8939739175574;-2,22537461080321;-80,0015019057055;-80,0015019057055;;1
EBA;Evapo;-54,8939739175574;-2,19838573266285;-183,012642068009;-183,012642068009;;1
EBA;Evapo;-54,8939739175574;-1,78455626784402;23,2668737150804;23,2668737150804;;1
EBA;Evapo;-54,8939739175574;-1,73957480427676;-13,3933890970157;-13,3933890970157;;1
EBA;Evapo;-54,8939739175574;-1,7125859261364;-68,3758623293035;-67,8344798653335;6,28244136552048;3
EBA;Evapo;-54,8939739175574;-1,66760446256914;-177,976722104034;-177,976722104034;;1
EBA;Evapo;-54,8939739175574;-1,65860816985569;-186,789335001997;-186,789335001997;;1
EBA;Evapo;-54,8939739175574;-1,53266007186735;45,6243005710864;45,6243005710864;8,30525956845586;2
EBA;Evapo;-54,8939739175574;-1,46968602287318;-40,1608275747808;-40,1608275747808;;1
EBA;Evapo;-54,8939739175574;-1,39771568116556;-305,073191929735;-305,073191929735;;1
EBA;Evapo;-54,8939739175574;-1,3707268030252;-342,003921093945;-342,003921093945;7,35970294067872;2
EBA;Evapo;-54,8939739175574;-1,03786397262745;29,4135820936963;29,4135820936963;;1
EBA;Evapo;-54,8939739175574;-0,983886216346732;0,447080942605817;0,447080942605817;;1
EBA;Evapo;-54,8939739175574;-0,0482717741476479;47,9160714094222;47,9160714094222;;1
EBA;Evapo;-54,8939739175574;0,968309302472511;68,7505499123702;68,7505499123702;;1
EBA;Evapo;-54,8939739175574;1,04027964418013;64,0041806271682;64,0041806271682;;1
EBA;Evapo;-54,8850727460785;-6,45363218612599;-78,1284125017703;-78,1284125017703;;1
EBA;Evapo;-54,8850727460785;-6,1477582338686;-50,9482052261099;-50,9482052261099;;1
EBA;Evapo;-54,8850727460785;-5,70693989090941;-59,9439682605693;-59,9439682605693;;1
EBA;Evapo;-54,8850727460785;-5,16716232810225;-44,3351165496982;-44,3351165496982;;1
EBA;Evapo;-54,8850727460785;-4,48344408187984;-31,8330969940471;-31,8330969940471;;1
EBA;Evapo;-54,8850727460785;-4,47444778916639;-51,8426246719618;-51,8426246719618;;1
EBA;Evapo;-54,8850727460785;-4,22255159318971;-10,5908178249535;-10,5908178249535;;1
EBA;Evapo;-54,8850727460785;-4,17757012962245;152,391311834656;152,375497343801;3,20061203855218;3
EBA;Evapo;-54,8850727460785;-4,15058125148209;-99,0930709530426;-99,0930709530426;;1
EBA;Evapo;-54,8850727460785;-4,06961461706102;5,50955871837007;5,50955871837007;;1
EBA;Evapo;-54,8850727460785;-4,0336294462072;-25,2118828845947;-25,2118828845947;;1
EBA;Evapo;-54,8850727460785;-4,02463315349375;110,262019490033;110,262019490033;;1
EBA;Evapo;-54,8850727460785;-4,0156368607803;-43,7330429147486;-43,7330429147486;;1
EBA;Evapo;-54,8850727460785;-3,96165910449958;-7,10416753548812;-7,10416753548812;;1
EBA;Evapo;-54,8850727460785;-3,95266281178613;32,6051849286569;32,6051849286569;;1
EBA;Evapo;-54,8850727460785;-3,55682593239421;26,7760672091146;26,7760672091146;;1
EBA;Evapo;-54,8850727460785;-3,49385188340004;27,8938335939533;27,8938335939533;11,0963124962514;2
EBA;Evapo;-54,8850727460785;-3,47585929797314;269,125066779045;267,356658993439;3,90237529087582;5
EBA;Evapo;-54,8850727460785;-3,35890749269825;40,0248386375635;40,0248386375635;9,05570114191131;2
EBA;Evapo;-54,8850727460785;-3,31392602913099;17,9605293848391;17,9605293848391;;1
EBA;Evapo;-54,8850727460785;-3,26894456556372;-49,8770405907888;-49,8770405907888;10,8313840681644;2
EBA;Evapo;-54,8850727460785;-3,04403724772741;1,21895765175631;1,21895765175631;;1
EBA;Evapo;-54,8850727460785;-2,96307061330633;-178,647303313327;-178,647303313327;7,80070877177291;2
EBA;Evapo;-54,8850727460785;-2,95407432059288;24,7047074251892;24,7047074251892;;1
EBA;Evapo;-54,8850727460785;-2,93608173516597;-171,906977377734;-171,906977377734;;1
EBA;Evapo;-54,8850727460785;-2,90009656431216;185,222637255217;185,222637255217;;1
EBA;Evapo;-54,8850727460785;-2,79214105175073;1,89801701700821;1,89801701700821;;1
EBA;Evapo;-54,8850727460785;-2,65719666104894;92,9546192434166;92,9546192434166;;1
EBA;Evapo;-54,8850727460785;-2,62121149019513;-144,653861016064;-144,653861016064;;1
EBA;Evapo;-54,8850727460785;-2,55823744120096;5,09291089727497;5,09291089727497;;1
EBA;Evapo;-54,8850727460785;-2,5312485630606;-88,7546893674624;-88,7546893674624;;1
EBA;Evapo;-54,8850727460785;-2,51325597763369;-92,6346390584781;-92,6346390584781;;1
EBA;Evapo;-54,8850727460785;-2,48626709949334;-49,0048243823258;-49,0048243823258;;1
EBA;Evapo;-54,8850727460785;-2,45927822135298;-314,93231863228;-314,93231863228;;1
EBA;Evapo;-54,8850727460785;-2,22537461080321;-244,516337244244;-244,516337244244;;1
EBA;Evapo;-54,8850727460785;-1,76656368241712;9,80093309938057;9,80093309938057;;1
EBA;Evapo;-54,8850727460785;-1,75756738970367;50,597091052462;50,597091052462;;1
EBA;Evapo;-54,8850727460785;-1,73057851156331;61,9471275927135;61,9471275927135;;1
EBA;Evapo;-54,8850727460785;-1,67660075528259;126,259675906731;126,259675906731;4,69243122231088;2
EBA;Evapo;-54,8850727460785;-1,49667490101354;-20,618895093773;-20,618895093773;;1
EBA;Evapo;-54,8850727460785;-1,40671197387901;-53,1927994530654;-53,1927994530654;;1
EBA;Evapo;-54,8850727460785;-1,10083802162162;20,4956838028455;20,4956838028455;;1
EBA;Evapo;-54,8850727460785;-0,678012264089339;35,5890627823131;35,5890627823131;;1
EBA;Evapo;-54,8850727460785;0,0506874457003326;58,7152893124245;58,7152893124245;;1
EBA;Evapo;-54,8850727460785;0,383550276098084;44,4808906452126;44,4808906452126;;1
EBA;Evapo;-54,8850727460785;1,5800572069873;92,1595485090318;92,1595485090318;;1
EBA;Evapo;-54,8761715745996;-6,67853950396231;-196,234332112581;-196,234332112581;;1
EBA;Evapo;-54,8761715745996;-6,42664330798563;-57,3306373488607;-57,3306373488607;;1
EBA;Evapo;-54,8761715745996;-5,59898437834798;-52,7621235891977;-52,7621235891977;;1
EBA;Evapo;-54,8761715745996;-5,53601032935381;-46,0840428024687;-46,0840428024687;;1
EBA;Evapo;-54,8761715745996;-4,86128837584486;1,32956809943678;1,32956809943678;;1
EBA;Evapo;-54,8761715745996;-4,71734769242961;-39,637722522825;-39,637722522825;;1
EBA;Evapo;-54,8761715745996;-4,46545149645294;-34,8587259936356;-34,8587259936356;;1
EBA;Evapo;-54,8761715745996;-4,43846261831258;-68,9225581798573;-68,9225581798573;;1
EBA;Evapo;-54,8761715745996;-4,42946632559913;-27,0773995531462;-27,0773995531462;;1
EBA;Evapo;-54,8761715745996;-4,42047003288567;-28,828588022396;-27,6457719946972;4,5770231775428;3
EBA;Evapo;-54,8761715745996;-4,41147374017222;-42,6711171706393;-42,6711171706393;;1
EBA;Evapo;-54,8761715745996;-4,40247744745877;-16,7420844365389;-16,7420844365389;;1
EBA;Evapo;-54,8761715745996;-4,22255159318971;-21,3352373894339;-21,3352373894339;;1
EBA;Evapo;-54,8761715745996;-4,20455900776281;42,85336577264;42,85336577264;;1
EBA;Evapo;-54,8761715745996;-4,09660349520137;29,0981354278558;29,0981354278558;;1
EBA;Evapo;-54,8761715745996;-4,0156368607803;28,7071390534906;28,7071390534906;;1
EBA;Evapo;-54,8761715745996;-3,96165910449958;-4,15236701267411;-4,15236701267411;;1
EBA;Evapo;-54,8761715745996;-3,95266281178613;19,2840657377449;19,2840657377449;;1
EBA;Evapo;-54,8761715745996;-3,75474437209017;-1,6004973162394;-1,6004973162394;;1
EBA;Evapo;-54,8761715745996;-3,53883334696731;25,531713064957;25,531713064957;;1
