region,response,frac_area,Tipo,median,lower,upper
EBA,Evapo,0.01,PF,1586.16543147469,1573.83184729352,1597.37007138836
EBA,Evapo,0.0149748743718593,PF,1585.61604249224,1573.42706110587,1596.78865892963
EBA,Evapo,0.0199497487437186,PF,1585.06647928598,1572.86763103048,1596.20707218704
EBA,Evapo,0.0249246231155779,PF,1584.51656763208,1572.30786992756,1595.62513687673
EBA,Evapo,0.0298994974874372,PF,1583.96613330673,1571.74761228337,1594.96098202184
EBA,Evapo,0.0348743718592965,PF,1583.41500208611,1571.18669258415,1594.26434666803
EBA,Evapo,0.0398492462311558,PF,1582.86299974641,1570.62494531613,1593.56702471613
EBA,Evapo,0.0448241206030151,PF,1582.3099520638,1570.06220496555,1592.86887884653
EBA,Evapo,0.0497989949748744,PF,1581.75568481448,1569.49830601867,1592.1697717396
EBA,Evapo,0.0547738693467337,PF,1581.20002377463,1568.93308296171,1591.46956607573
EBA,Evapo,0.059748743718593,PF,1580.64279472042,1568.36637028092,1590.76812453531
EBA,Evapo,0.0647236180904523,PF,1579.99542445285,1567.79800246254,1590.0653097987
EBA,Evapo,0.0696984924623116,PF,1579.33778651,1567.22781399282,1589.3609845463
EBA,Evapo,0.0746733668341709,PF,1578.7204252294,1566.65563935799,1588.65501145849
EBA,Evapo,0.0796482412060302,PF,1578.13953494275,1566.08131304429,1587.94725321566
EBA,Evapo,0.0846231155778894,PF,1577.55635509713,1565.50466953797,1587.23757249817
EBA,Evapo,0.0895979899497487,PF,1576.97072215261,1564.92554332526,1586.52583198642
EBA,Evapo,0.094572864321608,PF,1576.38247256926,1564.34376889242,1585.81189436079
EBA,Evapo,0.0995477386934673,PF,1575.79144280716,1563.75918072567,1585.09562230166
EBA,Evapo,0.104522613065327,PF,1575.19746932638,1563.17161331126,1584.37687848941
EBA,Evapo,0.109497487437186,PF,1574.60038858699,1562.58090113543,1583.65552560442
EBA,Evapo,0.114472361809045,PF,1574.00003704906,1561.98687868442,1582.93142632708
EBA,Evapo,0.119447236180905,PF,1573.39625117268,1561.38938044448,1582.20444333777
EBA,Evapo,0.124422110552764,PF,1572.78886741791,1560.78824090184,1581.47443931688
EBA,Evapo,0.129396984924623,PF,1572.17772224482,1560.18329454275,1580.74127694478
EBA,Evapo,0.134371859296482,PF,1571.5626521135,1559.57437585344,1580.00481890185
EBA,Evapo,0.139346733668342,PF,1570.94349348401,1558.96131932016,1579.26492786848
EBA,Evapo,0.144321608040201,PF,1570.32008281642,1558.34395942915,1578.52146652506
EBA,Evapo,0.14929648241206,PF,1569.69225657081,1557.72213066665,1577.77429755196
EBA,Evapo,0.15427135678392,PF,1569.05985120726,1557.0956675189,1577.02328362956
EBA,Evapo,0.159246231155779,PF,1568.42270318583,1556.46440447214,1576.26828743826
EBA,Evapo,0.164221105527638,PF,1567.78064896661,1555.82817601262,1575.50917165842
EBA,Evapo,0.169195979899498,PF,1567.13352500965,1555.18681662657,1574.74579897044
EBA,Evapo,0.174170854271357,PF,1566.48116777504,1554.54016080023,1573.98075423703
EBA,Evapo,0.179145728643216,PF,1565.81139036011,1553.88804301985,1573.2996791223
EBA,Evapo,0.184120603015075,PF,1565.10726882987,1553.23029777167,1572.61282774622
EBA,Evapo,0.189095477386935,PF,1564.39599000632,1552.56675954192,1571.92003021876
EBA,Evapo,0.194070351758794,PF,1563.67934554149,1551.89726281686,1571.22111664988
EBA,Evapo,0.199045226130653,PF,1562.95718638981,1551.22164208272,1570.51591714953
EBA,Evapo,0.204020100502513,PF,1562.22936350568,1550.53973182573,1569.80426182768
EBA,Evapo,0.208994974874372,PF,1561.49572784351,1549.85136653215,1569.0859807943
EBA,Evapo,0.213969849246231,PF,1560.75613035771,1549.15638068822,1568.36090415933
EBA,Evapo,0.21894472361809,PF,1560.01042200269,1548.45460878017,1567.62886203274
EBA,Evapo,0.22391959798995,PF,1559.25845373285,1547.74588529425,1566.8896845245
EBA,Evapo,0.228894472361809,PF,1558.50007650262,1547.03004471669,1566.14320174455
EBA,Evapo,0.233869346733668,PF,1557.73514126639,1546.30692153374,1565.38924380287
EBA,Evapo,0.238844221105528,PF,1556.96349897858,1545.57635023164,1564.62764080941
EBA,Evapo,0.243819095477387,PF,1556.18500059359,1544.83816529664,1563.85822287413
EBA,Evapo,0.248793969849246,PF,1555.39949706584,1544.09220121496,1563.08082010699
EBA,Evapo,0.253768844221106,PF,1554.60683934974,1543.33829247286,1562.29526261796
EBA,Evapo,0.258743718592965,PF,1553.80687839968,1542.57627355657,1561.50138051699
EBA,Evapo,0.263718592964824,PF,1552.99946517009,1541.80597895233,1560.69900391405
EBA,Evapo,0.268693467336683,PF,1552.18445061537,1541.0272431464,1559.88796291909
EBA,Evapo,0.273668341708543,PF,1551.36168568993,1540.239900625,1559.06808764208
EBA,Evapo,0.278643216080402,PF,1550.4821307165,1539.44378587437,1558.23920819298
EBA,Evapo,0.283618090452261,PF,1549.58820425432,1538.63873338077,1557.40115468174
EBA,Evapo,0.288592964824121,PF,1548.72623001481,1537.82457763043,1556.55375721833
EBA,Evapo,0.29356783919598,PF,1547.88697279309,1537.00115310959,1555.6968459127
EBA,Evapo,0.298542713567839,PF,1547.10178669906,1536.16829430449,1554.83025087483
EBA,Evapo,0.303517587939699,PF,1546.32771014262,1535.32583570137,1553.95380221466
EBA,Evapo,0.308492462311558,PF,1545.5195925818,1534.47361178649,1553.06733004216
EBA,Evapo,0.313467336683417,PF,1544.62955219754,1533.61145704606,1552.1706644673
EBA,Evapo,0.318442211055276,PF,1543.72837783113,1532.73920596635,1551.26363560002
EBA,Evapo,0.323417085427136,PF,1542.81588695826,1531.85669303358,1550.34607355029
EBA,Evapo,0.328391959798995,PF,1541.86425349326,1530.963752734,1549.41780842808
EBA,Evapo,0.333366834170854,PF,1540.88040179917,1530.06021955385,1548.47867034333
EBA,Evapo,0.338341708542714,PF,1539.88806484068,1529.14592797937,1547.52848940602
EBA,Evapo,0.343316582914573,PF,1538.91098310865,1528.22084345471,1546.56723000641
EBA,Evapo,0.348291457286432,PF,1537.96171145021,1527.2854552556,1545.59539365601
EBA,Evapo,0.353266331658292,PF,1537.00180114557,1526.3403836157,1544.61361614665
EBA,Evapo,0.358241206030151,PF,1536.03189088745,1525.38624876864,1543.62253327014
EBA,Evapo,0.36321608040201,PF,1535.05261936858,1524.42367094808,1542.62278081829
EBA,Evapo,0.368190954773869,PF,1534.06462528168,1523.45327038765,1541.61499458295
EBA,Evapo,0.373165829145729,PF,1533.0685473195,1522.475667321,1540.59981035591
EBA,Evapo,0.378140703517588,PF,1532.06502417476,1521.49148198178,1539.577863929
