region,response,frac_area,Tipo,median,lower,upper
SBA,Evapo,0.01,PF,1441.38566522506,1418.18620072399,1453.48080951095
SBA,Evapo,0.0149748743718593,PF,1440.80087920701,1417.80112405928,1452.82582529987
SBA,Evapo,0.0199497487437186,PF,1440.15918786702,1417.41566858792,1452.17051852399
SBA,Evapo,0.0249246231155779,PF,1439.516928201,1417.02945550325,1451.5145666185
SBA,Evapo,0.0298994974874372,PF,1438.9123817329,1416.64210599863,1450.85764701857
SBA,Evapo,0.0348743718592965,PF,1438.34322434423,1416.25324126739,1450.19943715941
SBA,Evapo,0.0398492462311558,PF,1437.78316061032,1415.8624825029,1449.53961447621
SBA,Evapo,0.0448241206030151,PF,1437.27339984688,1415.46945089849,1448.87785640416
SBA,Evapo,0.0497989949748744,PF,1436.76134114397,1415.07376764752,1448.21384037845
SBA,Evapo,0.0547738693467337,PF,1436.24665622452,1414.67505394334,1447.54724383427
SBA,Evapo,0.059748743718593,PF,1435.72901681145,1414.27293097928,1446.87774420681
SBA,Evapo,0.0647236180904523,PF,1435.2080946277,1413.8670199487,1446.20501893127
SBA,Evapo,0.0696984924623116,PF,1434.68356139621,1413.45694204495,1445.52874544283
SBA,Evapo,0.0746733668341709,PF,1434.1550888399,1413.04231846137,1444.84860117669
SBA,Evapo,0.0796482412060302,PF,1433.6223486817,1412.62277039132,1444.16426356804
SBA,Evapo,0.0846231155778894,PF,1433.08501264455,1412.19791902814,1443.47541005207
SBA,Evapo,0.0895979899497487,PF,1432.53286469995,1411.76738556517,1442.78171806397
SBA,Evapo,0.094572864321608,PF,1431.96772589689,1411.33079119577,1442.08286503894
SBA,Evapo,0.0995477386934673,PF,1431.29827760812,1410.88775711329,1441.37852841216
SBA,Evapo,0.104522613065327,PF,1430.59845635071,1410.43790451107,1440.66838561882
SBA,Evapo,0.109497487437186,PF,1429.89345490575,1409.98085458246,1439.95211409413
SBA,Evapo,0.114472361809045,PF,1429.18300063181,1409.5162285208,1439.22939127326
SBA,Evapo,0.119447236180905,PF,1428.46682088742,1409.04364751945,1438.59233978585
SBA,Evapo,0.124422110552764,PF,1427.80002334863,1408.56273277176,1437.97864367249
SBA,Evapo,0.129396984924623,PF,1427.19433540457,1408.07310547106,1437.35690013952
SBA,Evapo,0.134371859296482,PF,1426.5926080079,1407.40617202684,1436.72675929914
SBA,Evapo,0.139346733668342,PF,1426.01733773739,1406.64358493023,1436.08787126353
SBA,Evapo,0.144321608040201,PF,1425.43309354672,1405.87494751627,1435.43988614489
SBA,Evapo,0.14929648241206,PF,1424.83953028509,1405.10002708043,1434.7824540554
SBA,Evapo,0.15427135678392,PF,1424.21157793247,1404.31859091821,1434.11522510727
SBA,Evapo,0.159246231155779,PF,1423.55855794004,1403.53040632509,1433.43784941267
SBA,Evapo,0.164221105527638,PF,1422.89585907674,1402.73524059655,1432.74997708381
SBA,Evapo,0.169195979899498,PF,1422.22315871354,1401.93286102808,1432.05125823286
SBA,Evapo,0.174170854271357,PF,1421.48044084985,1401.12303491517,1431.34134297203
SBA,Evapo,0.179145728643216,PF,1420.71764878651,1400.30552955331,1430.61988141351
SBA,Evapo,0.184120603015075,PF,1419.9451571598,1399.48011223797,1429.88652366947
SBA,Evapo,0.189095477386935,PF,1419.16268068844,1398.64655026466,1429.14091985213
SBA,Evapo,0.194070351758794,PF,1418.36993409114,1397.80461092884,1428.38272007366
SBA,Evapo,0.199045226130653,PF,1417.5786609026,1396.95406152602,1427.61157444626
SBA,Evapo,0.204020100502513,PF,1416.77352273669,1396.09466935167,1426.82713308212
SBA,Evapo,0.208994974874372,PF,1415.94154614097,1395.22620170128,1426.02904609342
SBA,Evapo,0.213969849246231,PF,1415.09572715163,1394.34842587033,1425.21696359237
SBA,Evapo,0.21894472361809,PF,1414.23571970882,1393.46110915433,1424.39053569115
SBA,Evapo,0.22391959798995,PF,1413.36117775271,1392.56401884874,1423.54941250196
SBA,Evapo,0.228894472361809,PF,1412.47175522346,1391.65692224906,1422.69324413698
SBA,Evapo,0.233869346733668,PF,1411.61728737845,1390.73958665077,1421.8216807084
SBA,Evapo,0.238844221105528,PF,1410.81358212134,1389.81177934935,1420.82559971342
SBA,Evapo,0.243819095477387,PF,1409.99180625448,1388.87326764031,1419.81116728663
SBA,Evapo,0.248793969849246,PF,1409.12766950266,1387.92381881911,1418.78359416623
SBA,Evapo,0.253768844221106,PF,1408.20316973525,1386.96320018125,1417.742600763
SBA,Evapo,0.258743718592965,PF,1407.26295024766,1385.99117902221,1416.68790748772
SBA,Evapo,0.263718592964824,PF,1406.30669022929,1385.00752263749,1415.61923475116
SBA,Evapo,0.268693467336683,PF,1405.33406886951,1384.01199832256,1414.5363029641
SBA,Evapo,0.273668341708543,PF,1404.34476535771,1383.00437337291,1413.4388325373
SBA,Evapo,0.278643216080402,PF,1403.33845888327,1381.98441508403,1412.32654388155
SBA,Evapo,0.283618090452261,PF,1402.31482863557,1380.9518907514,1411.19915740762
SBA,Evapo,0.288592964824121,PF,1401.27355380401,1379.90656767051,1410.05639352628
SBA,Evapo,0.29356783919598,PF,1400.21431357796,1378.84821313685,1408.89797264831
SBA,Evapo,0.298542713567839,PF,1399.13678714681,1377.7765944459,1407.72361518448
