region;response;run;CCC;RMSE;MAE;Bias;R2;Residual_SD;n_eval;n_cells_per_stratum;selected_cells;rows_model;n_unique_cells
SBA;Evapo;1;0,816584268570207;91,4581986801306;65,1301304243264;2,0868749955489e-12;0,69420130151555;91,4586952753979;92086;200;3809;92086;3809
SBA;Evapo;2;0,815180387734925;90,5770175606714;64,551510445767;-9,88962360064764e-13;0,692244422462676;90,577507684113;92403;200;3816;92403;3816
SBA;Evapo;3;0,815652557610655;91,6612444176213;65,1248591046032;1,4694882278145e-12;0,692881964196918;91,6617386162546;92738;200;3823;92738;3823
SBA;Evapo;4;0,816728517251944;92,2477344317385;65,4080693784401;2,71274606081908e-12;0,694412959158689;92,2482364315395;91881;200;3814;91881;3814
SBA;Evapo;5;0,8109435438122;91,3936238892972;65,1749150087231;9,89738187376044e-13;0,686396815412279;91,3941176033169;92558;200;3829;92558;3829
SBA;Evapo;6;0,806639135917511;90,4372689664789;64,3780240185808;5,21860451243882e-14;0,680452903690936;90,4377529751862;93426;200;3820;93426;3820
SBA;Evapo;7;0,815941899253994;91,0242208703788;64,7717070717111;2,89441497596116e-13;0,693285466618995;91,0247125091846;92573;200;3810;92573;3810
SBA;Evapo;8;0,818352440536608;89,9247627633671;64,0508436659093;7,35432581196852e-13;0,696649174649697;89,9252460882142;93028;200;3827;93028;3827
SBA;Evapo;9;0,817695608404621;90,7542288729653;64,7225211042005;-7,85131822340858e-13;0,695724569466215;90,7547153330084;93281;200;3837;93281;3837
SBA;Evapo;10;0,814559164411719;91,4084424443675;65,1696430537673;3,08136628259848e-12;0,691394457084735;91,4089402669621;91809;200;3800;91809;3800
SBA;Evapo;11;0,812990584442908;90,3449037053533;64,3462415214895;1,18546893076419e-13;0,689253199634838;90,3453969122728;91590;200;3816;91590;3816
SBA;Evapo;12;0,814794639565475;91,4063986309975;64,7799541235934;-3,47384153413572e-13;0,691717513160385;91,4068945249608;92164;200;3816;92164;3816
SBA;Evapo;13;0,820765452419212;90,8924069113571;64,8485733066028;2,08837067330409e-13;0,700057950467769;90,8929037146985;91478;200;3820;91478;3820
SBA;Evapo;14;0,819813961528059;91,2740723467618;65,1314435738405;-2,30133991382076e-12;0,698682507294004;91,2745643518198;92758;200;3820;92758;3820
SBA;Evapo;15;0,821799401194979;90,2176408238416;64,3351949074087;-2,00619540346481e-12;0,701445027521566;90,2181252177606;93125;200;3814;93125;3814
SBA;Evapo;16;0,804716071136394;91,3942351195092;64,7659115851143;-3,33206100770529e-12;0,67784356253285;91,394729370826;92458;200;3807;92458;3807
SBA;Evapo;17;0,81911781635618;88,8301504867513;63,2156002802238;-4,39570520464235e-12;0,697693280520164;88,8306264955849;93308;200;3821;93308;3821
SBA;Evapo;18;0,821172999883603;90,143062884235;64,0800918691286;1,68701283323788e-13;0,700564398015073;90,1435476377278;92979;200;3809;92979;3809
SBA;Evapo;19;0,823478621710216;90,7374421309966;64,6544824187728;-1,61533036448092e-12;0,703866864078997;90,7379370701482;91666;200;3814;91666;3814
SBA;Evapo;20;0,813886369502712;91,3207429965554;64,8129300660352;1,74722585137037e-12;0,690450989394579;91,3212361730027;92585;200;3831;92585;3831
SBA;Evapo;21;0,822049330572833;90,3302670812634;64,4228936120861;4,44475132370857e-12;0,701817703101684;90,3307547295783;92619;200;3819;92619;3819
SBA;Evapo;22;0,816348921029108;91,635621160116;65,2122411889854;-7,65033422787487e-14;0,693847650654243;91,6361161707236;92560;200;3807;92560;3807
SBA;Evapo;23;0,815559810109641;89,9746253690864;64,1847901494728;-4,59032081736361e-13;0,692771930454847;89,9751126970199;92315;200;3814;92315;3814
SBA;Evapo;24;0,820939161489562;89,3361322259089;63,8222318338461;4,27818645543079e-13;0,70028969176228;89,3366168568038;92170;200;3813;92170;3813
SBA;Evapo;25;0,813448573154827;91,8072737406795;65,2201164102925;2,10971649606054e-13;0,689867411539998;91,8077760002513;91395;200;3795;91395;3795
SBA;Evapo;26;0,815406238730862;90,4239106177627;64,3562650772979;1,51106454055323e-12;0,692542068744779;90,4243998491887;92415;200;3811;92415;3811
SBA;Evapo;27;0,815527234832958;90,846736385863;64,663770775242;-6,18984092538193e-13;0,692732662636245;90,8472277295016;92448;200;3835;92448;3835
SBA;Evapo;28;0,804690251901254;91,2901560554632;64,7496005870213;-2,6292204307976e-13;0,677781382035032;91,2906455403552;93252;200;3815;93252;3815
SBA;Evapo;29;0,827797612408927;90,1616908476791;64,3834200761381;6,58519567281919e-13;0,709917146799974;90,1621761711234;92889;200;3820;92889;3820
SBA;Evapo;30;0,807063133701611;91,7093169745459;65,1804398570253;-2,59457119921047e-13;0,68105959261614;91,709810368298;92938;200;3828;92938;3828
