region;response;n_successful_runs;CCC_median;CCC_lower;CCC_upper;RMSE_median;RMSE_lower;RMSE_upper;MAE_median;MAE_lower;MAE_upper;Bias_median;Bias_lower;Bias_upper;R2_median;R2_lower;R2_upper
SBA;Evapo;30;0,815797228432325;0,80470897084673;0,824666344152362;90,86957164861;89,1969872476406;91,9284004307207;64,7360608456109;63,6554081566;65,2718034765331;1,43624088200104e-13;-3,62456316186298e-12;3,45629716890375e-12;0,693083715407957;0,67782646289595;0,705530691827266
