permutation,n_runs,estimate,contrast,cover_value
99,14,-1.29306400297014,PF − SF[i],0.5
99,15,-1.56023602313871,PF − SF[i],0.5
99,16,-1.47266182364524,PF − SF[i],0.5
99,17,-1.40189375553155,PF − SF[i],0.5
99,18,-1.40272882998329,PF − SF[i],0.5
99,19,-1.40189375553155,PF − SF[i],0.5
99,20,-1.40272882998329,PF − SF[i],0.5
99,21,-1.40189375553155,PF − SF[i],0.5
99,22,-1.40272882998329,PF − SF[i],0.5
99,23,-1.40189375553155,PF − SF[i],0.5
99,24,-1.40272882998329,PF − SF[i],0.5
99,25,-1.40356390443503,PF − SF[i],0.5
99,26,-1.48189996378687,PF − SF[i],0.5
99,27,-1.56023602313871,PF − SF[i],0.5
99,28,-1.48189996378687,PF − SF[i],0.5
99,29,-1.40356390443503,PF − SF[i],0.5
99,30,-1.40272882998329,PF − SF[i],0.5
100,2,-2.55356713152287,PF − SF[i],0.5
100,3,-0.366176844509027,PF − SF[i],0.5
100,4,-0.875632234330399,PF − SF[i],0.5
100,5,-1.38508762415177,PF − SF[i],0.5
100,6,-2.11124348568115,PF − SF[i],0.5
100,7,-1.38508762415177,PF − SF[i],0.5
100,8,-0.875632234330399,PF − SF[i],0.5
100,9,-1.38508762415177,PF − SF[i],0.5
100,10,-1.98012942745004,PF − SF[i],0.5
100,11,-1.38508762415177,PF − SF[i],0.5
100,12,-1.98012942745004,PF − SF[i],0.5
100,13,-2.20600194045073,PF − SF[i],0.5
100,14,-1.80394784799114,PF − SF[i],0.5
100,15,-1.56023602313871,PF − SF[i],0.5
100,16,-1.48106488933513,PF − SF[i],0.5
100,17,-1.40189375553155,PF − SF[i],0.5
100,18,-1.48106488933513,PF − SF[i],0.5
100,19,-1.40356390443503,PF − SF[i],0.5
100,20,-1.40272882998329,PF − SF[i],0.5
100,21,-1.40356390443503,PF − SF[i],0.5
100,22,-1.40272882998329,PF − SF[i],0.5
100,23,-1.40356390443503,PF − SF[i],0.5
100,24,-1.40272882998329,PF − SF[i],0.5
100,25,-1.40189375553155,PF − SF[i],0.5
100,26,-1.39349068984166,PF − SF[i],0.5
100,27,-1.40189375553155,PF − SF[i],0.5
100,28,-1.39349068984166,PF − SF[i],0.5
100,29,-1.40189375553155,PF − SF[i],0.5
100,30,-1.40272882998329,PF − SF[i],0.5
101,2,-0.0962271281600799,PF − SF[i],0.5
101,3,1.47448648283626,PF − SF[i],0.5
101,4,1.14065033574184,PF − SF[i],0.5
101,5,0.806814188647422,PF − SF[i],0.5
101,6,0.533021913486664,PF − SF[i],0.5
101,7,0.259229638325905,PF − SF[i],0.5
101,8,-0.571332058602823,PF − SF[i],0.5
101,9,-0.366176844509027,PF − SF[i],0.5
101,10,-0.884035300020289,PF − SF[i],0.5
101,11,-1.40189375553155,PF − SF[i],0.5
101,12,-0.884035300020289,PF − SF[i],0.5
101,13,-0.366176844509027,PF − SF[i],0.5
101,14,-0.884035300020289,PF − SF[i],0.5
101,15,-1.40189375553155,PF − SF[i],0.5
101,16,-1.40272882998329,PF − SF[i],0.5
101,17,-1.40356390443503,PF − SF[i],0.5
101,18,-1.40272882998329,PF − SF[i],0.5
101,19,-1.40189375553155,PF − SF[i],0.5
101,20,-0.884035300020289,PF − SF[i],0.5
101,21,-0.366176844509027,PF − SF[i],0.5
101,22,-0.696034413655299,PF − SF[i],0.5
101,23,-1.02589198280157,PF − SF[i],0.5
101,24,-1.21389286916656,PF − SF[i],0.5
101,25,-1.40189375553155,PF − SF[i],0.5
101,26,-1.40272882998329,PF − SF[i],0.5
101,27,-1.40189375553155,PF − SF[i],0.5
101,28,-1.40272882998329,PF − SF[i],0.5
101,29,-1.40356390443503,PF − SF[i],0.5
101,30,-1.40272882998329,PF − SF[i],0.5
102,2,-1.67195043060656,PF − SF[i],0.5
102,3,-1.66694073915642,PF − SF[i],0.5
102,4,-1.346416360979,PF − SF[i],0.5
102,5,-1.02589198280157,PF − SF[i],0.5
102,6,-1.346416360979,PF − SF[i],0.5
102,7,-1.66694073915642,PF − SF[i],0.5
102,8,-1.346416360979,PF − SF[i],0.5
102,9,-1.56023602313871,PF − SF[i],0.5
102,10,-1.29306400297014,PF − SF[i],0.5
102,11,-1.02589198280157,PF − SF[i],0.5
102,12,-1.29306400297014,PF − SF[i],0.5
102,13,-1.02589198280157,PF − SF[i],0.5
102,14,-1.2147279436183,PF − SF[i],0.5
102,15,-1.40356390443503,PF − SF[i],0.5
102,16,-1.3943257642934,PF − SF[i],0.5
102,17,-1.40356390443503,PF − SF[i],0.5
102,18,-1.3943257642934,PF − SF[i],0.5
102,19,-1.40356390443503,PF − SF[i],0.5
102,20,-1.48189996378687,PF − SF[i],0.5
102,21,-1.40356390443503,PF − SF[i],0.5
102,22,-1.48189996378687,PF − SF[i],0.5
102,23,-1.40356390443503,PF − SF[i],0.5
102,24,-1.40272882998329,PF − SF[i],0.5
102,25,-1.40189375553155,PF − SF[i],0.5
102,26,-1.40272882998329,PF − SF[i],0.5
102,27,-1.40189375553155,PF − SF[i],0.5
102,28,-1.40272882998329,PF − SF[i],0.5
102,29,-1.40189375553155,PF − SF[i],0.5
102,30,-1.40272882998329,PF − SF[i],0.5
103,2,-3.01920431649,PF − SF[i],0.5
103,3,-2.99050372791317,PF − SF[i],0.5
103,4,-2.59825283418195,PF − SF[i],0.5
103,5,-2.99050372791317,PF − SF[i],0.5
103,6,-2.59825283418195,PF − SF[i],0.5
103,7,-2.20600194045073,PF − SF[i],0.5
103,8,-0.973386151062412,PF − SF[i],0.5
103,9,-0.366176844509027,PF − SF[i],0.5
103,10,-1.28608939247988,PF − SF[i],0.5
103,11,-1.40189375553155,PF − SF[i],0.5
103,12,-0.884035300020289,PF − SF[i],0.5
103,13,-1.40189375553155,PF − SF[i],0.5
103,14,-0.884035300020289,PF − SF[i],0.5
103,15,-0.366176844509027,PF − SF[i],0.5
103,16,-0.884035300020289,PF − SF[i],0.5
103,17,-1.40189375553155,PF − SF[i],0.5
103,18,-1.48106488933513,PF − SF[i],0.5
103,19,-1.40189375553155,PF − SF[i],0.5
103,20,-0.884035300020289,PF − SF[i],0.5
103,21,-1.40189375553155,PF − SF[i],0.5
103,22,-1.48106488933513,PF − SF[i],0.5
103,23,-1.40189375553155,PF − SF[i],0.5
103,24,-1.48106488933513,PF − SF[i],0.5
103,25,-1.56023602313871,PF − SF[i],0.5
103,26,-1.48189996378687,PF − SF[i],0.5
103,27,-1.40356390443503,PF − SF[i],0.5
103,28,-1.40272882998329,PF − SF[i],0.5
103,29,-1.40356390443503,PF − SF[i],0.5
103,30,-1.40272882998329,PF − SF[i],0.5
104,2,-4.54934529564662,PF − SF[i],0.5
104,3,-4.20701308559228,PF − SF[i],0.5
104,4,-2.79605035487203,PF − SF[i],0.5
104,5,-1.38508762415177,PF − SF[i],0.5
104,6,-1.39349068984166,PF − SF[i],0.5
104,7,-1.38508762415177,PF − SF[i],0.5
104,8,-0.309012358042312,PF − SF[i],0.5
104,9,0.767062908067146,PF − SF[i],0.5
104,10,-0.309012358042312,PF − SF[i],0.5
104,11,-1.38508762415177,PF − SF[i],0.5
104,12,-1.39349068984166,PF − SF[i],0.5
104,13,-1.40189375553155,PF − SF[i],0.5
104,14,-1.48106488933513,PF − SF[i],0.5
104,15,-1.56023602313871,PF − SF[i],0.5
104,16,-1.88311898179472,PF − SF[i],0.5
104,17,-1.56023602313871,PF − SF[i],0.5
104,18,-1.48106488933513,PF − SF[i],0.5
104,19,-1.56023602313871,PF − SF[i],0.5
104,20,-1.48106488933513,PF − SF[i],0.5
104,21,-1.40189375553155,PF − SF[i],0.5
104,22,-1.39349068984166,PF − SF[i],0.5
104,23,-1.40189375553155,PF − SF[i],0.5
104,24,-1.39349068984166,PF − SF[i],0.5
104,25,-1.40189375553155,PF − SF[i],0.5
104,26,-1.39349068984166,PF − SF[i],0.5
104,27,-1.40189375553155,PF − SF[i],0.5
104,28,-1.40272882998329,PF − SF[i],0.5
104,29,-1.40189375553155,PF − SF[i],0.5
104,30,-1.40272882998329,PF − SF[i],0.5
105,2,0.804661640524955,PF − SF[i],0.5
105,3,0.767062908067146,PF − SF[i],0.5
105,4,-0.317415423732202,PF − SF[i],0.5
105,5,-1.40189375553155,PF − SF[i],0.5
105,6,-1.48106488933513,PF − SF[i],0.5
105,7,-1.40189375553155,PF − SF[i],0.5
105,8,-1.48106488933513,PF − SF[i],0.5
105,9,-1.56023602313871,PF − SF[i],0.5
105,10,-1.88311898179472,PF − SF[i],0.5
105,11,-1.56023602313871,PF − SF[i],0.5
105,12,-1.48106488933513,PF − SF[i],0.5
105,13,-1.56023602313871,PF − SF[i],0.5
105,14,-1.48106488933513,PF − SF[i],0.5
105,15,-1.40189375553155,PF − SF[i],0.5
105,16,-1.21389286916656,PF − SF[i],0.5
105,17,-1.40189375553155,PF − SF[i],0.5
105,18,-1.48106488933513,PF − SF[i],0.5
105,19,-1.40189375553155,PF − SF[i],0.5
105,20,-1.48106488933513,PF − SF[i],0.5
105,21,-1.40189375553155,PF − SF[i],0.5
105,22,-1.48106488933513,PF − SF[i],0.5
105,23,-1.40356390443503,PF − SF[i],0.5
105,24,-1.40272882998329,PF − SF[i],0.5
105,25,-1.40189375553155,PF − SF[i],0.5
105,26,-1.40272882998329,PF − SF[i],0.5
105,27,-1.40189375553155,PF − SF[i],0.5
105,28,-1.40272882998329,PF − SF[i],0.5
105,29,-1.40356390443503,PF − SF[i],0.5
105,30,-1.40272882998329,PF − SF[i],0.5
106,2,1.49445714829381,PF − SF[i],0.5
106,3,2.18210010794019,PF − SF[i],0.5
106,4,2.67214134142637,PF − SF[i],0.5
106,5,2.18210010794019,PF − SF[i],0.5
106,6,1.49445714829381,PF − SF[i],0.5
106,7,1.47448648283626,PF − SF[i],0.5
106,8,1.14065033574184,PF − SF[i],0.5
106,9,0.806814188647422,PF − SF[i],0.5
106,10,0.220318672069198,PF − SF[i],0.5
106,11,-0.366176844509027,PF − SF[i],0.5
106,12,-0.696034413655299,PF − SF[i],0.5
106,13,-0.366176844509027,PF − SF[i],0.5
106,14,-0.696034413655299,PF − SF[i],0.5
106,15,-1.02589198280157,PF − SF[i],0.5
106,16,-0.696034413655299,PF − SF[i],0.5
106,17,-1.02589198280157,PF − SF[i],0.5
106,18,-1.21389286916656,PF − SF[i],0.5
106,19,-1.40189375553155,PF − SF[i],0.5
106,20,-1.40272882998329,PF − SF[i],0.5
106,21,-1.40189375553155,PF − SF[i],0.5
106,22,-1.21389286916656,PF − SF[i],0.5
106,23,-1.40189375553155,PF − SF[i],0.5
106,24,-1.21389286916656,PF − SF[i],0.5
106,25,-1.02589198280157,PF − SF[i],0.5
106,26,-1.21389286916656,PF − SF[i],0.5
106,27,-1.40189375553155,PF − SF[i],0.5
106,28,-1.40272882998329,PF − SF[i],0.5
106,29,-1.40189375553155,PF − SF[i],0.5
106,30,-1.40272882998329,PF − SF[i],0.5
107,2,-0.19974876930496,PF − SF[i],0.5
107,3,-1.40356390443503,PF − SF[i],0.5
107,4,-2.1970338161741,PF − SF[i],0.5
107,5,-1.40356390443503,PF − SF[i],0.5
107,6,0.2856153426053,PF − SF[i],0.5
107,7,-1.40356390443503,PF − SF[i],0.5
107,8,0.2856153426053,PF − SF[i],0.5
107,9,-1.40356390443503,PF − SF[i],0.5
107,10,-1.53525232179573,PF − SF[i],0.5
107,11,-1.40356390443503,PF − SF[i],0.5
107,12,-0.298374857893804,PF − SF[i],0.5
107,13,-0.366176844509027,PF − SF[i],0.5
107,14,-0.884035300020289,PF − SF[i],0.5
107,15,-1.40189375553155,PF − SF[i],0.5
107,16,-0.884035300020289,PF − SF[i],0.5
107,17,-0.366176844509027,PF − SF[i],0.5
107,18,-0.875632234330399,PF − SF[i],0.5
107,19,-1.38508762415177,PF − SF[i],0.5
107,20,-1.39349068984166,PF − SF[i],0.5
107,21,-1.40189375553155,PF − SF[i],0.5
107,22,-1.39349068984166,PF − SF[i],0.5
107,23,-1.40189375553155,PF − SF[i],0.5
107,24,-1.40272882998329,PF − SF[i],0.5
107,25,-1.40189375553155,PF − SF[i],0.5
107,26,-1.40272882998329,PF − SF[i],0.5
107,27,-1.40189375553155,PF − SF[i],0.5
107,28,-1.40272882998329,PF − SF[i],0.5
107,29,-1.40356390443503,PF − SF[i],0.5
107,30,-1.40272882998329,PF − SF[i],0.5
108,2,1.82829329538823,PF − SF[i],0.5
108,3,1.47448648283626,PF − SF[i],0.5
108,4,1.1207746954517,PF − SF[i],0.5
108,5,0.767062908067146,PF − SF[i],0.5
108,6,1.1207746954517,PF − SF[i],0.5
108,7,0.767062908067146,PF − SF[i],0.5
108,8,-1.11172040992301,PF − SF[i],0.5
108,9,0.767062908067146,PF − SF[i],0.5
108,10,-0.396586557535782,PF − SF[i],0.5
108,11,-1.02589198280157,PF − SF[i],0.5
108,12,-1.20548980347667,PF − SF[i],0.5
108,13,-1.38508762415177,PF − SF[i],0.5
108,14,-1.47266182364524,PF − SF[i],0.5
108,15,-1.40356390443503,PF − SF[i],0.5
108,16,-1.48189996378687,PF − SF[i],0.5
108,17,-1.56023602313871,PF − SF[i],0.5
108,18,-1.48189996378687,PF − SF[i],0.5
108,19,-1.56023602313871,PF − SF[i],0.5
108,20,-1.61358838114757,PF − SF[i],0.5
108,21,-1.56023602313871,PF − SF[i],0.5
108,22,-1.48189996378687,PF − SF[i],0.5
108,23,-1.40356390443503,PF − SF[i],0.5
108,24,-1.40272882998329,PF − SF[i],0.5
108,25,-1.40356390443503,PF − SF[i],0.5
108,26,-1.48189996378687,PF − SF[i],0.5
108,27,-1.40356390443503,PF − SF[i],0.5
108,28,-1.48189996378687,PF − SF[i],0.5
108,29,-1.40356390443503,PF − SF[i],0.5
108,30,-1.40272882998329,PF − SF[i],0.5
109,2,0.80097327588692,PF − SF[i],0.5
109,3,-1.02589198280157,PF − SF[i],0.5
109,4,-1.29306400297014,PF − SF[i],0.5
109,5,-1.02589198280157,PF − SF[i],0.5
109,6,0.13134488798687,PF − SF[i],0.5
109,7,-1.02589198280157,PF − SF[i],0.5
109,8,-1.20548980347667,PF − SF[i],0.5
109,9,-1.38508762415177,PF − SF[i],0.5
109,10,-1.20548980347667,PF − SF[i],0.5
109,11,-1.38508762415177,PF − SF[i],0.5
109,12,-1.20548980347667,PF − SF[i],0.5
109,13,-1.38508762415177,PF − SF[i],0.5
109,14,-1.20548980347667,PF − SF[i],0.5
109,15,-1.38508762415177,PF − SF[i],0.5
109,16,-1.20548980347667,PF − SF[i],0.5
109,17,-1.38508762415177,PF − SF[i],0.5
109,18,-1.39349068984166,PF − SF[i],0.5
109,19,-1.38508762415177,PF − SF[i],0.5
109,20,-1.20548980347667,PF − SF[i],0.5
109,21,-1.38508762415177,PF − SF[i],0.5
109,22,-1.39349068984166,PF − SF[i],0.5
109,23,-1.40189375553155,PF − SF[i],0.5
109,24,-1.48106488933513,PF − SF[i],0.5
109,25,-1.40189375553155,PF − SF[i],0.5
109,26,-1.48106488933513,PF − SF[i],0.5
109,27,-1.40189375553155,PF − SF[i],0.5
109,28,-1.40272882998329,PF − SF[i],0.5
109,29,-1.40356390443503,PF − SF[i],0.5
109,30,-1.40272882998329,PF − SF[i],0.5
110,2,-4.09954401277878,PF − SF[i],0.5
110,3,-3.45813060702085,PF − SF[i],0.5
110,4,-2.4300121812762,PF − SF[i],0.5
110,5,-1.40189375553155,PF − SF[i],0.5
110,6,-1.39349068984166,PF − SF[i],0.5
110,7,-1.38508762415177,PF − SF[i],0.5
110,8,-1.20548980347667,PF − SF[i],0.5
110,9,-1.02589198280157,PF − SF[i],0.5
110,10,-1.20548980347667,PF − SF[i],0.5
110,11,-1.02589198280157,PF − SF[i],0.5
110,12,-1.20548980347667,PF − SF[i],0.5
110,13,-1.02589198280157,PF − SF[i],0.5
110,14,-1.20548980347667,PF − SF[i],0.5
110,15,-1.38508762415177,PF − SF[i],0.5
110,16,-1.20548980347667,PF − SF[i],0.5
110,17,-1.02589198280157,PF − SF[i],0.5
110,18,-1.20548980347667,PF − SF[i],0.5
110,19,-1.38508762415177,PF − SF[i],0.5
110,20,-1.39349068984166,PF − SF[i],0.5
110,21,-1.40189375553155,PF − SF[i],0.5
110,22,-1.40272882998329,PF − SF[i],0.5
110,23,-1.40356390443503,PF − SF[i],0.5
110,24,-1.40272882998329,PF − SF[i],0.5
110,25,-1.40189375553155,PF − SF[i],0.5
110,26,-1.39349068984166,PF − SF[i],0.5
110,27,-1.38508762415177,PF − SF[i],0.5
110,28,-1.39349068984166,PF − SF[i],0.5
110,29,-1.40189375553155,PF − SF[i],0.5
110,30,-1.40272882998329,PF − SF[i],0.5
111,2,-1.70859551143235,PF − SF[i],0.5
111,3,1.47448648283626,PF − SF[i],0.5
111,4,0.866858060581082,PF − SF[i],0.5
111,5,0.259229638325905,PF − SF[i],0.5
111,6,-0.571332058602823,PF − SF[i],0.5
111,7,0.259229638325905,PF − SF[i],0.5
111,8,-0.571332058602823,PF − SF[i],0.5
111,9,-1.02589198280157,PF − SF[i],0.5
111,10,-0.383331172237833,PF − SF[i],0.5
111,11,-1.02589198280157,PF − SF[i],0.5
111,12,-1.21389286916656,PF − SF[i],0.5
111,13,-1.40189375553155,PF − SF[i],0.5
111,14,-1.48106488933513,PF − SF[i],0.5
111,15,-1.40189375553155,PF − SF[i],0.5
111,16,-1.21389286916656,PF − SF[i],0.5
111,17,-1.40189375553155,PF − SF[i],0.5
111,18,-1.48106488933513,PF − SF[i],0.5
111,19,-1.56023602313871,PF − SF[i],0.5
111,20,-1.48189996378687,PF − SF[i],0.5
111,21,-1.40356390443503,PF − SF[i],0.5
111,22,-1.48189996378687,PF − SF[i],0.5
111,23,-1.40356390443503,PF − SF[i],0.5
111,24,-1.48189996378687,PF − SF[i],0.5
111,25,-1.40356390443503,PF − SF[i],0.5
111,26,-1.48189996378687,PF − SF[i],0.5
111,27,-1.40356390443503,PF − SF[i],0.5
111,28,-1.40272882998329,PF − SF[i],0.5
111,29,-1.40356390443503,PF − SF[i],0.5
111,30,-1.40272882998329,PF − SF[i],0.5
112,2,-0.430063275254499,PF − SF[i],0.5
112,3,-1.66694073915642,PF − SF[i],0.5
112,4,-0.703855550415257,PF − SF[i],0.5
112,5,-0.366176844509027,PF − SF[i],0.5
112,6,-0.053473603091561,PF − SF[i],0.5
112,7,0.259229638325905,PF − SF[i],0.5
112,8,0.533021913486664,PF − SF[i],0.5
112,9,0.259229638325905,PF − SF[i],0.5
112,10,-0.053473603091561,PF − SF[i],0.5
112,11,-0.366176844509027,PF − SF[i],0.5
112,12,-0.875632234330399,PF − SF[i],0.5
112,13,-1.38508762415177,PF − SF[i],0.5
112,14,-0.875632234330399,PF − SF[i],0.5
112,15,-1.38508762415177,PF − SF[i],0.5
112,16,-0.875632234330399,PF − SF[i],0.5
112,17,-1.38508762415177,PF − SF[i],0.5
112,18,-1.3943257642934,PF − SF[i],0.5
112,19,-1.40356390443503,PF − SF[i],0.5
112,20,-1.3943257642934,PF − SF[i],0.5
112,21,-1.38508762415177,PF − SF[i],0.5
112,22,-1.20548980347667,PF − SF[i],0.5
112,23,-1.38508762415177,PF − SF[i],0.5
112,24,-1.3943257642934,PF − SF[i],0.5
112,25,-1.40189375553155,PF − SF[i],0.5
112,26,-1.39349068984166,PF − SF[i],0.5
112,27,-1.38508762415177,PF − SF[i],0.5
112,28,-1.39349068984166,PF − SF[i],0.5
112,29,-1.40189375553155,PF − SF[i],0.5
112,30,-1.40272882998329,PF − SF[i],0.5
113,2,-2.50918331507978,PF − SF[i],0.5
113,3,-1.56023602313871,PF − SF[i],0.5
113,4,-2.50918331507978,PF − SF[i],0.5
113,5,-3.45813060702085,PF − SF[i],0.5
113,6,-3.53063055327994,PF − SF[i],0.5
113,7,-3.45813060702085,PF − SF[i],0.5
113,8,-3.53063055327994,PF − SF[i],0.5
113,9,-3.45813060702085,PF − SF[i],0.5
113,10,-2.83206627373579,PF − SF[i],0.5
113,11,-2.20600194045073,PF − SF[i],0.5
113,12,-2.83206627373579,PF − SF[i],0.5
113,13,-2.99050372791317,PF − SF[i],0.5
113,14,-2.59825283418195,PF − SF[i],0.5
113,15,-2.99050372791317,PF − SF[i],0.5
113,16,-3.22431716746701,PF − SF[i],0.5
113,17,-2.99050372791317,PF − SF[i],0.5
113,18,-2.59825283418195,PF − SF[i],0.5
113,19,-2.20600194045073,PF − SF[i],0.5
113,20,-2.52170064383063,PF − SF[i],0.5
113,21,-2.20600194045073,PF − SF[i],0.5
113,22,-1.88311898179472,PF − SF[i],0.5
113,23,-1.56023602313871,PF − SF[i],0.5
113,24,-1.48189996378687,PF − SF[i],0.5
113,25,-1.40356390443503,PF − SF[i],0.5
113,26,-1.48189996378687,PF − SF[i],0.5
113,27,-1.40356390443503,PF − SF[i],0.5
113,28,-1.40272882998329,PF − SF[i],0.5
113,29,-1.40356390443503,PF − SF[i],0.5
113,30,-1.40272882998329,PF − SF[i],0.5
114,2,2.24804574123641,PF − SF[i],0.5
114,3,1.33390890756027,PF − SF[i],0.5
114,4,-0.0339924239856401,PF − SF[i],0.5
114,5,-1.40189375553155,PF − SF[i],0.5
114,6,-0.0339924239856401,PF − SF[i],0.5
114,7,-1.40189375553155,PF − SF[i],0.5
114,8,-1.48106488933513,PF − SF[i],0.5
114,9,-1.56023602313871,PF − SF[i],0.5
114,10,-1.48189996378687,PF − SF[i],0.5
114,11,-1.56023602313871,PF − SF[i],0.5
114,12,-1.48189996378687,PF − SF[i],0.5
114,13,-1.40356390443503,PF − SF[i],0.5
114,14,-1.40272882998329,PF − SF[i],0.5
114,15,-1.40189375553155,PF − SF[i],0.5
114,16,-1.21389286916656,PF − SF[i],0.5
114,17,-1.40189375553155,PF − SF[i],0.5
114,18,-1.40272882998329,PF − SF[i],0.5
114,19,-1.40356390443503,PF − SF[i],0.5
114,20,-1.40272882998329,PF − SF[i],0.5
114,21,-1.40356390443503,PF − SF[i],0.5
114,22,-1.40272882998329,PF − SF[i],0.5
114,23,-1.40356390443503,PF − SF[i],0.5
114,24,-1.40272882998329,PF − SF[i],0.5
114,25,-1.40356390443503,PF − SF[i],0.5
114,26,-1.40272882998329,PF − SF[i],0.5
114,27,-1.40189375553155,PF − SF[i],0.5
114,28,-1.40272882998329,PF − SF[i],0.5
114,29,-1.40189375553155,PF − SF[i],0.5
114,30,-1.40272882998329,PF − SF[i],0.5
115,2,1.98449838177999,PF − SF[i],0.5
115,3,0.806814188647422,PF − SF[i],0.5
115,4,-0.376710917245644,PF − SF[i],0.5
115,5,-1.56023602313871,PF − SF[i],0.5
115,6,-0.963206433823868,PF − SF[i],0.5
115,7,-1.56023602313871,PF − SF[i],0.5
115,8,-2.19881768517461,PF − SF[i],0.5
115,9,-1.56023602313871,PF − SF[i],0.5
115,10,-0.963206433823868,PF − SF[i],0.5
115,11,-1.40356390443503,PF − SF[i],0.5
115,12,-0.884870374472029,PF − SF[i],0.5
115,13,-0.366176844509027,PF − SF[i],0.5
115,14,-0.053473603091561,PF − SF[i],0.5
115,15,-0.366176844509027,PF − SF[i],0.5
115,16,-0.884870374472029,PF − SF[i],0.5
115,17,-1.40356390443503,PF − SF[i],0.5
115,18,-1.48189996378687,PF − SF[i],0.5
115,19,-1.40356390443503,PF − SF[i],0.5
115,20,-0.884870374472029,PF − SF[i],0.5
115,21,-0.366176844509027,PF − SF[i],0.5
115,22,-0.884870374472029,PF − SF[i],0.5
115,23,-1.40356390443503,PF − SF[i],0.5
115,24,-1.48189996378687,PF − SF[i],0.5
115,25,-1.40356390443503,PF − SF[i],0.5
115,26,-1.40272882998329,PF − SF[i],0.5
115,27,-1.40189375553155,PF − SF[i],0.5
115,28,-1.39349068984166,PF − SF[i],0.5
115,29,-1.40189375553155,PF − SF[i],0.5
115,30,-1.40272882998329,PF − SF[i],0.5
116,2,0.08583942349969,PF − SF[i],0.5
116,3,-2.57517123074831,PF − SF[i],0.5
116,4,-0.550342373956025,PF − SF[i],0.5
116,5,-1.56023602313871,PF − SF[i],0.5
116,6,-0.358987825077973,PF − SF[i],0.5
116,7,0.767062908067146,PF − SF[i],0.5
116,8,0.20044303177906,PF − SF[i],0.5
116,9,0.259229638325905,PF − SF[i],0.5
116,10,-0.053473603091561,PF − SF[i],0.5
116,11,-0.366176844509027,PF − SF[i],0.5
116,12,-0.963206433823868,PF − SF[i],0.5
116,13,-1.56023602313871,PF − SF[i],0.5
116,14,-0.963206433823868,PF − SF[i],0.5
116,15,-0.366176844509027,PF − SF[i],0.5
116,16,-0.963206433823868,PF − SF[i],0.5
116,17,-1.56023602313871,PF − SF[i],0.5
116,18,-1.61358838114757,PF − SF[i],0.5
116,19,-1.66694073915642,PF − SF[i],0.5
116,20,-1.61358838114757,PF − SF[i],0.5
116,21,-1.66694073915642,PF − SF[i],0.5
116,22,-1.61358838114757,PF − SF[i],0.5
116,23,-1.56023602313871,PF − SF[i],0.5
116,24,-1.48189996378687,PF − SF[i],0.5
116,25,-1.40356390443503,PF − SF[i],0.5
116,26,-1.40272882998329,PF − SF[i],0.5
116,27,-1.40356390443503,PF − SF[i],0.5
116,28,-1.40272882998329,PF − SF[i],0.5
116,29,-1.40189375553155,PF − SF[i],0.5
116,30,-1.40272882998329,PF − SF[i],0.5
117,2,-1.01529257928155,PF − SF[i],0.5
117,3,-2.83739934721052,PF − SF[i],0.5
117,4,-2.19881768517461,PF − SF[i],0.5
117,5,-2.83739934721052,PF − SF[i],0.5
117,6,-2.19881768517461,PF − SF[i],0.5
117,7,-1.56023602313871,PF − SF[i],0.5
117,8,-2.19881768517461,PF − SF[i],0.5
117,9,-1.56023602313871,PF − SF[i],0.5
117,10,-1.47266182364524,PF − SF[i],0.5
117,11,-1.56023602313871,PF − SF[i],0.5
117,12,-1.47266182364524,PF − SF[i],0.5
117,13,-1.38508762415177,PF − SF[i],0.5
117,14,-1.47266182364524,PF − SF[i],0.5
117,15,-1.56023602313871,PF − SF[i],0.5
117,16,-1.47266182364524,PF − SF[i],0.5
117,17,-1.40356390443503,PF − SF[i],0.5
117,18,-1.3943257642934,PF − SF[i],0.5
117,19,-1.40356390443503,PF − SF[i],0.5
117,20,-1.3943257642934,PF − SF[i],0.5
117,21,-1.40356390443503,PF − SF[i],0.5
117,22,-1.3943257642934,PF − SF[i],0.5
117,23,-1.38508762415177,PF − SF[i],0.5
117,24,-1.3943257642934,PF − SF[i],0.5
117,25,-1.40356390443503,PF − SF[i],0.5
117,26,-1.48189996378687,PF − SF[i],0.5
117,27,-1.40356390443503,PF − SF[i],0.5
117,28,-1.48189996378687,PF − SF[i],0.5
117,29,-1.40356390443503,PF − SF[i],0.5
117,30,-1.40272882998329,PF − SF[i],0.5
118,2,-1.53441724734399,PF − SF[i],0.5
118,3,-1.40189375553155,PF − SF[i],0.5
118,4,-1.53441724734399,PF − SF[i],0.5
118,5,-1.66694073915642,PF − SF[i],0.5
118,6,-2.3287222335348,PF − SF[i],0.5
118,7,-1.66694073915642,PF − SF[i],0.5
118,8,-2.3287222335348,PF − SF[i],0.5
118,9,-2.99050372791317,PF − SF[i],0.5
118,10,-2.3287222335348,PF − SF[i],0.5
118,11,-2.20600194045073,PF − SF[i],0.5
118,12,-1.93647133980358,PF − SF[i],0.5
118,13,-1.66694073915642,PF − SF[i],0.5
118,14,-1.93647133980358,PF − SF[i],0.5
118,15,-1.66694073915642,PF − SF[i],0.5
118,16,-1.53441724734399,PF − SF[i],0.5
118,17,-1.66694073915642,PF − SF[i],0.5
118,18,-1.93647133980358,PF − SF[i],0.5
118,19,-1.66694073915642,PF − SF[i],0.5
118,20,-1.61358838114757,PF − SF[i],0.5
118,21,-1.56023602313871,PF − SF[i],0.5
118,22,-1.61358838114757,PF − SF[i],0.5
