permutation,n_runs,estimate,contrast,cover_value
73,16,6.35911368433358,PF − SF[e],0.75
73,17,6.32483952940356,PF − SF[e],0.75
73,18,6.3030309574317,PF − SF[e],0.75
73,19,6.32483952940356,PF − SF[e],0.75
73,20,6.35911368433358,PF − SF[e],0.75
73,21,6.32483952940356,PF − SF[e],0.75
73,22,6.35911368433358,PF − SF[e],0.75
73,23,6.3933878392636,PF − SF[e],0.75
73,24,6.44179786264431,PF − SF[e],0.75
73,25,6.49020788602502,PF − SF[e],0.75
73,26,6.44179786264431,PF − SF[e],0.75
73,27,6.3933878392636,PF − SF[e],0.75
73,28,6.44179786264431,PF − SF[e],0.75
73,29,6.49020788602502,PF − SF[e],0.75
73,30,6.44179786264431,PF − SF[e],0.75
74,2,6.26479341541585,PF − SF[e],0.75
74,3,8.25095966607069,PF − SF[e],0.75
74,4,8.32872876308875,PF − SF[e],0.75
74,5,8.40649786010681,PF − SF[e],0.75
74,6,8.32872876308875,PF − SF[e],0.75
74,7,8.25095966607069,PF − SF[e],0.75
74,8,7.32217375266715,PF − SF[e],0.75
74,9,6.3933878392636,PF − SF[e],0.75
74,10,6.44179786264431,PF − SF[e],0.75
74,11,6.49020788602502,PF − SF[e],0.75
74,12,6.44179786264431,PF − SF[e],0.75
74,13,6.3933878392636,PF − SF[e],0.75
74,14,6.44179786264431,PF − SF[e],0.75
74,15,6.49020788602502,PF − SF[e],0.75
74,16,7.11114711256414,PF − SF[e],0.75
74,17,6.49020788602502,PF − SF[e],0.75
74,18,6.44179786264431,PF − SF[e],0.75
74,19,6.3933878392636,PF − SF[e],0.75
74,20,6.44179786264431,PF − SF[e],0.75
74,21,6.49020788602502,PF − SF[e],0.75
74,22,6.44179786264431,PF − SF[e],0.75
74,23,6.3933878392636,PF − SF[e],0.75
74,24,6.44179786264431,PF − SF[e],0.75
74,25,6.3933878392636,PF − SF[e],0.75
74,26,6.35911368433358,PF − SF[e],0.75
74,27,6.3933878392636,PF − SF[e],0.75
74,28,6.35911368433358,PF − SF[e],0.75
74,29,6.3933878392636,PF − SF[e],0.75
74,30,6.44179786264431,PF − SF[e],0.75
75,2,8.32872876308875,PF − SF[e],0.75
75,3,8.25095966607069,PF − SF[e],0.75
75,4,7.99152300258698,PF − SF[e],0.75
75,5,8.25095966607069,PF − SF[e],0.75
75,6,7.99152300258698,PF − SF[e],0.75
75,7,8.25095966607069,PF − SF[e],0.75
75,8,7.99152300258698,PF − SF[e],0.75
75,9,8.25095966607069,PF − SF[e],0.75
75,10,8.32872876308875,PF − SF[e],0.75
75,11,8.25095966607069,PF − SF[e],0.75
75,12,7.99152300258698,PF − SF[e],0.75
75,13,8.25095966607069,PF − SF[e],0.75
75,14,7.99152300258698,PF − SF[e],0.75
75,15,7.73208633910326,PF − SF[e],0.75
75,16,7.6794139329611,PF − SF[e],0.75
75,17,7.62674152681893,PF − SF[e],0.75
75,18,7.6794139329611,PF − SF[e],0.75
75,19,7.73208633910326,PF − SF[e],0.75
75,20,7.6794139329611,PF − SF[e],0.75
75,21,7.62674152681893,PF − SF[e],0.75
75,22,7.01006468304126,PF − SF[e],0.75
75,23,6.3933878392636,PF − SF[e],0.75
75,24,6.44179786264431,PF − SF[e],0.75
75,25,6.49020788602502,PF − SF[e],0.75
75,26,7.05847470642198,PF − SF[e],0.75
75,27,6.49020788602502,PF − SF[e],0.75
75,28,6.44179786264431,PF − SF[e],0.75
75,29,6.49020788602502,PF − SF[e],0.75
75,30,6.44179786264431,PF − SF[e],0.75
76,2,8.27106530456308,PF − SF[e],0.75
76,3,8.91538908230723,PF − SF[e],0.75
76,4,8.41988331665334,PF − SF[e],0.75
76,5,7.92437755099945,PF − SF[e],0.75
76,6,8.41988331665334,PF − SF[e],0.75
76,7,8.40649786010681,PF − SF[e],0.75
76,8,8.16543770555313,PF − SF[e],0.75
76,9,8.40649786010681,PF − SF[e],0.75
76,10,8.16543770555313,PF − SF[e],0.75
76,11,7.92437755099945,PF − SF[e],0.75
76,12,7.77555953890919,PF − SF[e],0.75
76,13,7.62674152681893,PF − SF[e],0.75
76,14,6.97579052811125,PF − SF[e],0.75
76,15,6.32483952940356,PF − SF[e],0.75
76,16,6.97579052811125,PF − SF[e],0.75
76,17,6.32483952940356,PF − SF[e],0.75
76,18,6.97579052811125,PF − SF[e],0.75
76,19,7.62674152681893,PF − SF[e],0.75
76,20,6.97579052811125,PF − SF[e],0.75
76,21,6.3933878392636,PF − SF[e],0.75
76,22,6.35911368433358,PF − SF[e],0.75
76,23,6.3933878392636,PF − SF[e],0.75
76,24,7.01006468304126,PF − SF[e],0.75
76,25,6.3933878392636,PF − SF[e],0.75
76,26,7.01006468304126,PF − SF[e],0.75
76,27,7.62674152681893,PF − SF[e],0.75
76,28,7.01006468304126,PF − SF[e],0.75
76,29,6.49020788602502,PF − SF[e],0.75
76,30,6.44179786264431,PF − SF[e],0.75
77,2,9.42649312655249,PF − SF[e],0.75
77,3,9.28967469449299,PF − SF[e],0.75
77,4,6.85249667547555,PF − SF[e],0.75
77,5,4.41531865645811,PF − SF[e],0.75
77,6,6.85249667547555,PF − SF[e],0.75
77,7,6.32483952940356,PF − SF[e],0.75
77,8,7.80725711194828,PF − SF[e],0.75
77,9,6.32483952940356,PF − SF[e],0.75
77,10,7.12460854020151,PF − SF[e],0.75
77,11,7.92437755099945,PF − SF[e],0.75
77,12,8.16543770555313,PF − SF[e],0.75
77,13,7.92437755099945,PF − SF[e],0.75
77,14,8.08766860853507,PF − SF[e],0.75
77,15,7.92437755099945,PF − SF[e],0.75
77,16,7.15888269513153,PF − SF[e],0.75
77,17,7.92437755099945,PF − SF[e],0.75
77,18,7.15888269513153,PF − SF[e],0.75
77,19,6.3933878392636,PF − SF[e],0.75
77,20,6.44179786264431,PF − SF[e],0.75
77,21,6.49020788602502,PF − SF[e],0.75
77,22,7.05847470642198,PF − SF[e],0.75
77,23,6.49020788602502,PF − SF[e],0.75
77,24,6.44179786264431,PF − SF[e],0.75
77,25,6.3933878392636,PF − SF[e],0.75
77,26,6.44179786264431,PF − SF[e],0.75
77,27,6.49020788602502,PF − SF[e],0.75
77,28,6.44179786264431,PF − SF[e],0.75
77,29,6.3933878392636,PF − SF[e],0.75
77,30,6.44179786264431,PF − SF[e],0.75
78,2,5.13898294777528,PF − SF[e],0.75
78,3,7.73208633910326,PF − SF[e],0.75
78,4,6.96689141250795,PF − SF[e],0.75
78,5,6.20169648591264,PF − SF[e],0.75
78,6,5.83765829772347,PF − SF[e],0.75
78,7,6.20169648591264,PF − SF[e],0.75
78,8,5.83765829772347,PF − SF[e],0.75
78,9,6.07190156997831,PF − SF[e],0.75
78,10,5.85454361008602,PF − SF[e],0.75
78,11,5.63718565019372,PF − SF[e],0.75
78,12,5.85454361008602,PF − SF[e],0.75
78,13,6.07190156997831,PF − SF[e],0.75
78,14,6.13679902794548,PF − SF[e],0.75
78,15,6.20169648591264,PF − SF[e],0.75
78,16,6.24145943568624,PF − SF[e],0.75
78,17,6.28122238545984,PF − SF[e],0.75
78,18,6.38571513574243,PF − SF[e],0.75
78,19,6.49020788602502,PF − SF[e],0.75
78,20,7.05847470642198,PF − SF[e],0.75
78,21,7.62674152681893,PF − SF[e],0.75
78,22,7.05847470642198,PF − SF[e],0.75
78,23,7.62674152681893,PF − SF[e],0.75
78,24,7.6794139329611,PF − SF[e],0.75
78,25,7.62674152681893,PF − SF[e],0.75
78,26,7.05847470642198,PF − SF[e],0.75
78,27,7.62674152681893,PF − SF[e],0.75
78,28,7.05847470642198,PF − SF[e],0.75
78,29,6.49020788602502,PF − SF[e],0.75
78,30,6.44179786264431,PF − SF[e],0.75
79,2,8.64769894885762,PF − SF[e],0.75
79,3,7.73208633910326,PF − SF[e],0.75
79,4,8.64769894885762,PF − SF[e],0.75
79,5,9.21620227092717,PF − SF[e],0.75
79,6,8.47414430501522,PF − SF[e],0.75
79,7,7.73208633910326,PF − SF[e],0.75
79,8,7.82823194505136,PF − SF[e],0.75
79,9,7.92437755099945,PF − SF[e],0.75
79,10,8.57028991096331,PF − SF[e],0.75
79,11,9.21620227092717,PF − SF[e],0.75
79,12,8.73358096849893,PF − SF[e],0.75
79,13,8.25095966607069,PF − SF[e],0.75
79,14,8.08766860853507,PF − SF[e],0.75
79,15,7.92437755099945,PF − SF[e],0.75
79,16,7.82823194505136,PF − SF[e],0.75
79,17,7.73208633910326,PF − SF[e],0.75
79,18,7.82823194505136,PF − SF[e],0.75
79,19,7.73208633910326,PF − SF[e],0.75
79,20,7.82823194505136,PF − SF[e],0.75
79,21,7.73208633910326,PF − SF[e],0.75
79,22,7.82823194505136,PF − SF[e],0.75
79,23,7.73208633910326,PF − SF[e],0.75
79,24,7.6794139329611,PF − SF[e],0.75
79,25,7.62674152681893,PF − SF[e],0.75
79,26,7.6794139329611,PF − SF[e],0.75
79,27,7.62674152681893,PF − SF[e],0.75
79,28,7.05847470642198,PF − SF[e],0.75
79,29,6.49020788602502,PF − SF[e],0.75
79,30,6.44179786264431,PF − SF[e],0.75
80,2,7.02846293425341,PF − SF[e],0.75
80,3,6.32483952940356,PF − SF[e],0.75
80,4,6.97579052811125,PF − SF[e],0.75
80,5,7.62674152681893,PF − SF[e],0.75
80,6,6.97579052811125,PF − SF[e],0.75
80,7,7.62674152681893,PF − SF[e],0.75
80,8,7.6794139329611,PF − SF[e],0.75
80,9,7.62674152681893,PF − SF[e],0.75
80,10,7.05847470642198,PF − SF[e],0.75
80,11,6.49020788602502,PF − SF[e],0.75
80,12,6.40752370771429,PF − SF[e],0.75
80,13,6.32483952940356,PF − SF[e],0.75
80,14,6.40752370771429,PF − SF[e],0.75
80,15,6.32483952940356,PF − SF[e],0.75
80,16,6.40752370771429,PF − SF[e],0.75
80,17,6.49020788602502,PF − SF[e],0.75
80,18,7.05847470642198,PF − SF[e],0.75
80,19,6.49020788602502,PF − SF[e],0.75
80,20,6.40752370771429,PF − SF[e],0.75
80,21,6.32483952940356,PF − SF[e],0.75
80,22,6.35911368433358,PF − SF[e],0.75
80,23,6.32483952940356,PF − SF[e],0.75
80,24,6.35911368433358,PF − SF[e],0.75
80,25,6.3933878392636,PF − SF[e],0.75
80,26,6.35911368433358,PF − SF[e],0.75
80,27,6.3933878392636,PF − SF[e],0.75
80,28,6.35911368433358,PF − SF[e],0.75
80,29,6.3933878392636,PF − SF[e],0.75
80,30,6.44179786264431,PF − SF[e],0.75
81,2,7.94407554400778,PF − SF[e],0.75
81,3,6.3933878392636,PF − SF[e],0.75
81,4,7.15888269513153,PF − SF[e],0.75
81,5,7.92437755099945,PF − SF[e],0.75
81,6,8.57028991096331,PF − SF[e],0.75
81,7,7.92437755099945,PF − SF[e],0.75
81,8,7.15888269513153,PF − SF[e],0.75
81,9,6.3933878392636,PF − SF[e],0.75
81,10,6.35911368433358,PF − SF[e],0.75
81,11,6.32483952940356,PF − SF[e],0.75
81,12,6.35911368433358,PF − SF[e],0.75
81,13,6.3933878392636,PF − SF[e],0.75
81,14,6.35911368433358,PF − SF[e],0.75
81,15,6.3933878392636,PF − SF[e],0.75
81,16,7.06273708918343,PF − SF[e],0.75
81,17,7.73208633910326,PF − SF[e],0.75
81,18,7.06273708918343,PF − SF[e],0.75
81,19,6.3933878392636,PF − SF[e],0.75
81,20,7.01006468304126,PF − SF[e],0.75
81,21,6.49020788602502,PF − SF[e],0.75
81,22,6.44179786264431,PF − SF[e],0.75
81,23,6.3933878392636,PF − SF[e],0.75
81,24,6.44179786264431,PF − SF[e],0.75
81,25,6.49020788602502,PF − SF[e],0.75
81,26,6.44179786264431,PF − SF[e],0.75
81,27,6.3933878392636,PF − SF[e],0.75
81,28,6.44179786264431,PF − SF[e],0.75
81,29,6.49020788602502,PF − SF[e],0.75
81,30,6.44179786264431,PF − SF[e],0.75
82,2,7.8480551381665,PF − SF[e],0.75
82,3,6.07190156997831,PF − SF[e],0.75
82,4,6.17656197771908,PF − SF[e],0.75
82,5,6.20169648591264,PF − SF[e],0.75
82,6,6.13679902794548,PF − SF[e],0.75
82,7,6.20169648591264,PF − SF[e],0.75
82,8,6.24145943568624,PF − SF[e],0.75
82,9,6.28122238545984,PF − SF[e],0.75
82,10,7.74871232819351,PF − SF[e],0.75
82,11,8.40649786010681,PF − SF[e],0.75
82,12,7.34386012278333,PF − SF[e],0.75
82,13,7.92437755099945,PF − SF[e],0.75
82,14,7.12460854020151,PF − SF[e],0.75
82,15,7.92437755099945,PF − SF[e],0.75
82,16,7.12460854020151,PF − SF[e],0.75
82,17,6.32483952940356,PF − SF[e],0.75
82,18,7.12460854020151,PF − SF[e],0.75
82,19,7.92437755099945,PF − SF[e],0.75
82,20,7.77555953890919,PF − SF[e],0.75
82,21,7.62674152681893,PF − SF[e],0.75
82,22,6.97579052811125,PF − SF[e],0.75
82,23,7.62674152681893,PF − SF[e],0.75
82,24,6.97579052811125,PF − SF[e],0.75
82,25,6.32483952940356,PF − SF[e],0.75
82,26,6.97579052811125,PF − SF[e],0.75
82,27,7.62674152681893,PF − SF[e],0.75
82,28,7.01006468304126,PF − SF[e],0.75
82,29,6.3933878392636,PF − SF[e],0.75
82,30,6.44179786264431,PF − SF[e],0.75
83,2,7.39274469634211,PF − SF[e],0.75
83,3,6.3933878392636,PF − SF[e],0.75
83,4,7.32217375266715,PF − SF[e],0.75
83,5,6.3933878392636,PF − SF[e],0.75
83,6,6.44179786264431,PF − SF[e],0.75
83,7,6.49020788602502,PF − SF[e],0.75
83,8,7.37058377604786,PF − SF[e],0.75
83,9,6.49020788602502,PF − SF[e],0.75
83,10,7.37058377604786,PF − SF[e],0.75
83,11,8.25095966607069,PF − SF[e],0.75
83,12,7.37058377604786,PF − SF[e],0.75
83,13,7.62674152681893,PF − SF[e],0.75
83,14,7.93885059644481,PF − SF[e],0.75
83,15,7.62674152681893,PF − SF[e],0.75
83,16,7.93885059644481,PF − SF[e],0.75
83,17,7.62674152681893,PF − SF[e],0.75
83,18,7.05847470642198,PF − SF[e],0.75
83,19,6.49020788602502,PF − SF[e],0.75
83,20,7.05847470642198,PF − SF[e],0.75
83,21,6.49020788602502,PF − SF[e],0.75
83,22,6.44179786264431,PF − SF[e],0.75
83,23,6.49020788602502,PF − SF[e],0.75
83,24,6.44179786264431,PF − SF[e],0.75
83,25,6.3933878392636,PF − SF[e],0.75
83,26,6.44179786264431,PF − SF[e],0.75
83,27,6.3933878392636,PF − SF[e],0.75
83,28,6.44179786264431,PF − SF[e],0.75
83,29,6.49020788602502,PF − SF[e],0.75
83,30,6.44179786264431,PF − SF[e],0.75
84,2,6.3581904428977,PF − SF[e],0.75
84,3,7.73208633910326,PF − SF[e],0.75
84,4,7.82823194505136,PF − SF[e],0.75
84,5,7.92437755099945,PF − SF[e],0.75
84,6,7.82823194505136,PF − SF[e],0.75
84,7,7.73208633910326,PF − SF[e],0.75
84,8,7.82823194505136,PF − SF[e],0.75
84,9,7.92437755099945,PF − SF[e],0.75
84,10,7.82823194505136,PF − SF[e],0.75
84,11,7.73208633910326,PF − SF[e],0.75
84,12,7.6794139329611,PF − SF[e],0.75
84,13,7.73208633910326,PF − SF[e],0.75
84,14,7.82823194505136,PF − SF[e],0.75
84,15,7.73208633910326,PF − SF[e],0.75
84,16,7.6794139329611,PF − SF[e],0.75
84,17,7.62674152681893,PF − SF[e],0.75
84,18,6.95398195613939,PF − SF[e],0.75
84,19,6.3933878392636,PF − SF[e],0.75
84,20,6.33730511236172,PF − SF[e],0.75
84,21,6.3933878392636,PF − SF[e],0.75
84,22,7.01006468304126,PF − SF[e],0.75
84,23,6.3933878392636,PF − SF[e],0.75
84,24,6.33730511236172,PF − SF[e],0.75
84,25,6.3933878392636,PF − SF[e],0.75
84,26,6.35911368433358,PF − SF[e],0.75
84,27,6.32483952940356,PF − SF[e],0.75
84,28,6.35911368433358,PF − SF[e],0.75
84,29,6.3933878392636,PF − SF[e],0.75
84,30,6.44179786264431,PF − SF[e],0.75
85,2,5.24005462244168,PF − SF[e],0.75
85,3,5.49581469819123,PF − SF[e],0.75
85,4,5.9103271137974,PF − SF[e],0.75
85,5,5.63718565019372,PF − SF[e],0.75
85,6,5.56650017419248,PF − SF[e],0.75
85,7,5.63718565019372,PF − SF[e],0.75
85,8,5.98101258979864,PF − SF[e],0.75
85,9,5.63718565019372,PF − SF[e],0.75
85,10,5.98101258979864,PF − SF[e],0.75
85,11,6.32483952940356,PF − SF[e],0.75
85,12,5.98101258979864,PF − SF[e],0.75
85,13,6.32483952940356,PF − SF[e],0.75
85,14,7.02846293425341,PF − SF[e],0.75
85,15,7.73208633910326,PF − SF[e],0.75
85,16,7.06273708918343,PF − SF[e],0.75
85,17,7.73208633910326,PF − SF[e],0.75
85,18,7.06273708918343,PF − SF[e],0.75
85,19,6.49020788602502,PF − SF[e],0.75
85,20,6.44179786264431,PF − SF[e],0.75
85,21,6.49020788602502,PF − SF[e],0.75
85,22,7.05847470642198,PF − SF[e],0.75
85,23,6.49020788602502,PF − SF[e],0.75
85,24,6.44179786264431,PF − SF[e],0.75
85,25,6.3933878392636,PF − SF[e],0.75
85,26,6.44179786264431,PF − SF[e],0.75
85,27,6.49020788602502,PF − SF[e],0.75
85,28,6.44179786264431,PF − SF[e],0.75
85,29,6.49020788602502,PF − SF[e],0.75
85,30,6.44179786264431,PF − SF[e],0.75
86,2,5.91777712547014,PF − SF[e],0.75
86,3,5.4736201095343,PF − SF[e],0.75
86,4,6.8622898878025,PF − SF[e],0.75
86,5,6.3933878392636,PF − SF[e],0.75
86,6,7.32217375266715,PF − SF[e],0.75
86,7,6.3933878392636,PF − SF[e],0.75
86,8,7.01006468304126,PF − SF[e],0.75
86,9,7.62674152681893,PF − SF[e],0.75
86,10,7.01006468304126,PF − SF[e],0.75
86,11,6.3933878392636,PF − SF[e],0.75
86,12,7.01006468304126,PF − SF[e],0.75
86,13,6.3933878392636,PF − SF[e],0.75
86,14,7.01006468304126,PF − SF[e],0.75
86,15,6.3933878392636,PF − SF[e],0.75
86,16,7.01006468304126,PF − SF[e],0.75
86,17,7.62674152681893,PF − SF[e],0.75
86,18,7.01006468304126,PF − SF[e],0.75
86,19,6.3933878392636,PF − SF[e],0.75
86,20,6.44179786264431,PF − SF[e],0.75
86,21,6.49020788602502,PF − SF[e],0.75
86,22,6.44179786264431,PF − SF[e],0.75
86,23,6.49020788602502,PF − SF[e],0.75
86,24,6.44179786264431,PF − SF[e],0.75
86,25,6.49020788602502,PF − SF[e],0.75
86,26,6.44179786264431,PF − SF[e],0.75
86,27,6.3933878392636,PF − SF[e],0.75
86,28,6.44179786264431,PF − SF[e],0.75
86,29,6.3933878392636,PF − SF[e],0.75
86,30,6.44179786264431,PF − SF[e],0.75
87,2,7.39274469634211,PF − SF[e],0.75
87,3,9.28967469449299,PF − SF[e],0.75
87,4,9.25293848271008,PF − SF[e],0.75
87,5,9.21620227092717,PF − SF[e],0.75
87,6,8.47414430501522,PF − SF[e],0.75
87,7,8.91538908230723,PF − SF[e],0.75
87,8,9.0657956766172,PF − SF[e],0.75
87,9,8.91538908230723,PF − SF[e],0.75
87,10,8.58317437418896,PF − SF[e],0.75
87,11,8.25095966607069,PF − SF[e],0.75
87,12,8.08766860853507,PF − SF[e],0.75
87,13,7.92437755099945,PF − SF[e],0.75
87,14,8.08766860853507,PF − SF[e],0.75
87,15,8.25095966607069,PF − SF[e],0.75
87,16,8.08766860853507,PF − SF[e],0.75
87,17,8.25095966607069,PF − SF[e],0.75
87,18,8.08766860853507,PF − SF[e],0.75
87,19,8.25095966607069,PF − SF[e],0.75
87,20,8.08766860853507,PF − SF[e],0.75
87,21,7.92437755099945,PF − SF[e],0.75
87,22,7.82823194505136,PF − SF[e],0.75
87,23,7.73208633910326,PF − SF[e],0.75
87,24,7.06273708918343,PF − SF[e],0.75
87,25,7.62674152681893,PF − SF[e],0.75
87,26,7.01006468304126,PF − SF[e],0.75
87,27,6.49020788602502,PF − SF[e],0.75
87,28,6.44179786264431,PF − SF[e],0.75
87,29,6.49020788602502,PF − SF[e],0.75
87,30,6.44179786264431,PF − SF[e],0.75
88,2,9.32807906045764,PF − SF[e],0.75
88,3,9.74076903860805,PF − SF[e],0.75
88,4,9.68248887248137,PF − SF[e],0.75
88,5,9.62420870635469,PF − SF[e],0.75
88,6,9.26979889433096,PF − SF[e],0.75
88,7,8.91538908230723,PF − SF[e],0.75
88,8,7.59830573388354,PF − SF[e],0.75
88,9,6.3933878392636,PF − SF[e],0.75
88,10,6.44179786264431,PF − SF[e],0.75
88,11,6.49020788602502,PF − SF[e],0.75
88,12,7.70279848416613,PF − SF[e],0.75
88,13,6.49020788602502,PF − SF[e],0.75
88,14,7.11114711256414,PF − SF[e],0.75
88,15,6.49020788602502,PF − SF[e],0.75
88,16,7.11114711256414,PF − SF[e],0.75
88,17,6.49020788602502,PF − SF[e],0.75
88,18,7.11114711256414,PF − SF[e],0.75
88,19,7.62674152681893,PF − SF[e],0.75
88,20,7.05847470642198,PF − SF[e],0.75
88,21,7.62674152681893,PF − SF[e],0.75
88,22,7.05847470642198,PF − SF[e],0.75
88,23,6.49020788602502,PF − SF[e],0.75
88,24,6.44179786264431,PF − SF[e],0.75
88,25,6.49020788602502,PF − SF[e],0.75
88,26,6.44179786264431,PF − SF[e],0.75
88,27,6.49020788602502,PF − SF[e],0.75
88,28,6.44179786264431,PF − SF[e],0.75
88,29,6.3933878392636,PF − SF[e],0.75
88,30,6.44179786264431,PF − SF[e],0.75
89,2,4.64768511842749,PF − SF[e],0.75
89,3,5.4736201095343,PF − SF[e],0.75
89,4,7.60719457407118,PF − SF[e],0.75
89,5,5.63718565019372,PF − SF[e],0.75
89,6,6.06369676810937,PF − SF[e],0.75
89,7,6.49020788602502,PF − SF[e],0.75
89,8,7.70279848416613,PF − SF[e],0.75
89,9,6.49020788602502,PF − SF[e],0.75
89,10,6.34595218596883,PF − SF[e],0.75
89,11,6.20169648591264,PF − SF[e],0.75
89,12,6.34595218596883,PF − SF[e],0.75
89,13,6.49020788602502,PF − SF[e],0.75
89,14,6.34595218596883,PF − SF[e],0.75
89,15,6.49020788602502,PF − SF[e],0.75
89,16,7.05847470642198,PF − SF[e],0.75
89,17,6.49020788602502,PF − SF[e],0.75
89,18,6.34595218596883,PF − SF[e],0.75
89,19,6.20169648591264,PF − SF[e],0.75
89,20,6.34595218596883,PF − SF[e],0.75
89,21,6.20169648591264,PF − SF[e],0.75
89,22,6.13679902794548,PF − SF[e],0.75
89,23,6.20169648591264,PF − SF[e],0.75
89,24,6.2632680076581,PF − SF[e],0.75
89,25,6.28122238545984,PF − SF[e],0.75
89,26,6.3030309574317,PF − SF[e],0.75
89,27,6.32483952940356,PF − SF[e],0.75
89,28,6.35911368433358,PF − SF[e],0.75
89,29,6.3933878392636,PF − SF[e],0.75
89,30,6.44179786264431,PF − SF[e],0.75
90,2,7.18977366199965,PF − SF[e],0.75
90,3,7.62674152681893,PF − SF[e],0.75
90,4,8.94159994004667,PF − SF[e],0.75
90,5,7.62674152681893,PF − SF[e],0.75
90,6,7.6794139329611,PF − SF[e],0.75
90,7,7.62674152681893,PF − SF[e],0.75
90,8,7.6794139329611,PF − SF[e],0.75
90,9,7.62674152681893,PF − SF[e],0.75
90,10,6.84932154839862,PF − SF[e],0.75
90,11,7.62674152681893,PF − SF[e],0.75
90,12,6.95398195613939,PF − SF[e],0.75
90,13,6.3933878392636,PF − SF[e],0.75
90,14,7.01006468304126,PF − SF[e],0.75
90,15,7.62674152681893,PF − SF[e],0.75
90,16,7.01006468304126,PF − SF[e],0.75
90,17,6.3933878392636,PF − SF[e],0.75
90,18,7.01006468304126,PF − SF[e],0.75
90,19,7.62674152681893,PF − SF[e],0.75
90,20,7.01006468304126,PF − SF[e],0.75
90,21,6.3933878392636,PF − SF[e],0.75
90,22,6.35911368433358,PF − SF[e],0.75
90,23,6.3933878392636,PF − SF[e],0.75
90,24,6.35911368433358,PF − SF[e],0.75
90,25,6.3933878392636,PF − SF[e],0.75
90,26,7.01006468304126,PF − SF[e],0.75
90,27,7.62674152681893,PF − SF[e],0.75
90,28,7.01006468304126,PF − SF[e],0.75
90,29,6.3933878392636,PF − SF[e],0.75
90,30,6.44179786264431,PF − SF[e],0.75
91,2,6.63196358850633,PF − SF[e],0.75
91,3,7.62674152681893,PF − SF[e],0.75
91,4,6.63196358850633,PF − SF[e],0.75
91,5,5.63718565019372,PF − SF[e],0.75
91,6,6.63196358850633,PF − SF[e],0.75
91,7,5.63718565019372,PF − SF[e],0.75
91,8,6.01528674472866,PF − SF[e],0.75
91,9,5.63718565019372,PF − SF[e],0.75
91,10,6.01528674472866,PF − SF[e],0.75
91,11,5.63718565019372,PF − SF[e],0.75
91,12,5.55540287986401,PF − SF[e],0.75
91,13,5.63718565019372,PF − SF[e],0.75
91,14,6.01528674472866,PF − SF[e],0.75
91,15,5.63718565019372,PF − SF[e],0.75
91,16,6.01528674472866,PF − SF[e],0.75
91,17,6.32483952940356,PF − SF[e],0.75
91,18,5.98101258979864,PF − SF[e],0.75
91,19,6.32483952940356,PF − SF[e],0.75
91,20,6.35911368433358,PF − SF[e],0.75
91,21,6.3933878392636,PF − SF[e],0.75
91,22,6.44179786264431,PF − SF[e],0.75
91,23,6.3933878392636,PF − SF[e],0.75
91,24,6.35911368433358,PF − SF[e],0.75
91,25,6.32483952940356,PF − SF[e],0.75
91,26,6.35911368433358,PF − SF[e],0.75
91,27,6.32483952940356,PF − SF[e],0.75
91,28,6.35911368433358,PF − SF[e],0.75
91,29,6.3933878392636,PF − SF[e],0.75
91,30,6.44179786264431,PF − SF[e],0.75
92,2,7.42669396056045,PF − SF[e],0.75
92,3,9.21620227092717,PF − SF[e],0.75
92,4,7.42669396056045,PF − SF[e],0.75
92,5,8.91538908230723,PF − SF[e],0.75
92,6,9.0657956766172,PF − SF[e],0.75
92,7,8.91538908230723,PF − SF[e],0.75
92,8,7.55854278410994,PF − SF[e],0.75
92,9,6.20169648591264,PF − SF[e],0.75
92,10,6.13679902794548,PF − SF[e],0.75
92,11,6.07190156997831,PF − SF[e],0.75
92,12,6.13679902794548,PF − SF[e],0.75
92,13,6.20169648591264,PF − SF[e],0.75
92,14,6.24145943568624,PF − SF[e],0.75
92,15,6.28122238545984,PF − SF[e],0.75
92,16,6.24145943568624,PF − SF[e],0.75
92,17,6.28122238545984,PF − SF[e],0.75
92,18,6.24145943568624,PF − SF[e],0.75
92,19,6.28122238545984,PF − SF[e],0.75
92,20,6.33730511236172,PF − SF[e],0.75
92,21,6.28122238545984,PF − SF[e],0.75
92,22,6.3030309574317,PF − SF[e],0.75
92,23,6.32483952940356,PF − SF[e],0.75
92,24,6.35911368433358,PF − SF[e],0.75
92,25,6.3933878392636,PF − SF[e],0.75
92,26,6.35911368433358,PF − SF[e],0.75
92,27,6.3933878392636,PF − SF[e],0.75
92,28,6.44179786264431,PF − SF[e],0.75
92,29,6.49020788602502,PF − SF[e],0.75
92,30,6.44179786264431,PF − SF[e],0.75
93,2,5.30664842837496,PF − SF[e],0.75
93,3,6.49020788602502,PF − SF[e],0.75
93,4,6.06369676810937,PF − SF[e],0.75
93,5,5.63718565019372,PF − SF[e],0.75
93,6,6.06369676810937,PF − SF[e],0.75
93,7,6.07190156997831,PF − SF[e],0.75
93,8,6.28105472800167,PF − SF[e],0.75
93,9,6.20169648591264,PF − SF[e],0.75
93,10,6.13679902794548,PF − SF[e],0.75
93,11,6.20169648591264,PF − SF[e],0.75
93,12,6.34595218596883,PF − SF[e],0.75
93,13,6.20169648591264,PF − SF[e],0.75
93,14,6.13679902794548,PF − SF[e],0.75
93,15,6.07190156997831,PF − SF[e],0.75
93,16,6.13679902794548,PF − SF[e],0.75
93,17,6.07190156997831,PF − SF[e],0.75
