region;response;contrast_type;frac_plot;frac_bin;stage;median;lower;upper;n_runs
CBA;Prec;Spatially adjusted;0,494898;;SF[i];-1,40272882998329;-5,43865016827295;3,52793185776163;30
CBA;Prec;Spatially adjusted;0,494898;;SF[a];8,38455671101952;4,63830282104477;11,4435094624973;30
CBA;Prec;Spatially adjusted;0,515102;;SF[e];3,05091772744413;-0,887391153915792;10,6826681613863;30
CBA;Prec;Spatially adjusted;0,515102;;SF[i];-1,43441974613688;-5,740475784893;3,33342004955576;30
CBA;Prec;Spatially adjusted;0,515102;;SF[a];8,7180724595928;5,46826200081177;11,6208094540248;30
CBA;Prec;Spatially adjusted;0,535306;;SF[e];3,25137418075929;-1,59399178344422;10,8070662834934;30
CBA;Prec;Spatially adjusted;0,535306;;SF[i];-0,981351605104236;-6,05605972893653;3,92212156639686;30
CBA;Prec;Spatially adjusted;0,535306;;SF[a];8,67699149022565;5,52762412306578;11,7060104751627;30
CBA;Prec;Spatially adjusted;0,55551;;SF[e];3,28816559203756;-2,10443144524109;10,9060778984493;30
CBA;Prec;Spatially adjusted;0,55551;;SF[i];-0,723572522623044;-6,3791705174718;4,61095216937339;30
CBA;Prec;Spatially adjusted;0,55551;;SF[a];8,77497756109483;5,27809937631;11,9764539184462;30
CBA;Prec;Spatially adjusted;0,575714;;SF[e];3,34032834750247;-2,46430199704458;10,9846050321426;30
CBA;Prec;Spatially adjusted;0,575714;;SF[i];-0,916810427256904;-6,70357666756548;4,89997836314576;30
CBA;Prec;Spatially adjusted;0,575714;;SF[a];8,96344627773942;4,99027690954944;12,3115621821247;30
CBA;Prec;Spatially adjusted;0,595918;;SF[e];3,18107164943945;-2,65143337360531;11,0475497104606;30
CBA;Prec;Spatially adjusted;0,595918;;SF[i];-1,08242888720542;-7,02304669628575;4,97843274627573;30
CBA;Prec;Spatially adjusted;0,595918;;SF[a];8,83557118483668;4,67147998044504;12,5417317761591;30
CBA;Prec;Spatially adjusted;0,616122;;SF[e];3,33304730774353;-2,63579751446208;11,0998139592922;30
CBA;Prec;Spatially adjusted;0,616122;;SF[i];-1,12505567648191;-7,33134912069972;5,30397836367913;30
CBA;Prec;Spatially adjusted;0,616122;;SF[a];8,62717224038056;4,34251804302104;12,6080865351352;30
CBA;Prec;Spatially adjusted;0,636327;;SF[e];3,48182800759719;-2,56167530090739;10,9599714596611;30
CBA;Prec;Spatially adjusted;0,636327;;SF[i];-1,22844097917573;-7,62225245787554;5,43984788129727;30
CBA;Prec;Spatially adjusted;0,636327;;SF[a];8,26065886400465;3,98959665251213;12,4170324394541;30
CBA;Prec;Spatially adjusted;0,656531;;SF[e];3,6569534234693;-2,49651568938736;10,8056931821248;30
CBA;Prec;Spatially adjusted;0,656531;;SF[i];-1,39769578232108;-7,8895252248807;5,36126973974957;30
CBA;Prec;Spatially adjusted;0,656531;;SF[a];7,94541780186864;3,55760205338948;12,4692337629971;30
CBA;Prec;Spatially adjusted;0,676735;;SF[e];3,87037300581597;-2,00586620971524;11,1702841605209;30
CBA;Prec;Spatially adjusted;0,676735;;SF[i];-1,7728301071295;-8,12693593878221;5,04347237965671;30
CBA;Prec;Spatially adjusted;0,676735;;SF[a];7,62077974950785;3,14405564074283;12,4079287567708;30
CBA;Prec;Spatially adjusted;0,696939;;SF[e];4,25291105571614;-1,0955758232168;11,5584513303391;30
CBA;Prec;Spatially adjusted;0,696939;;SF[i];-2,32977899975072;-8,32966767147037;4,46856273880556;30
CBA;Prec;Spatially adjusted;0,696939;;SF[a];7,19967639163042;2,71687843778072;12,1813297487503;30
CBA;Prec;Spatially adjusted;0,717143;;SF[e];4,79884094985096;0,134875676779222;11,8620922567375;30
CBA;Prec;Spatially adjusted;0,717143;;SF[i];-2,79705694469317;-8,49856171412531;3,6461617436495;30
CBA;Prec;Spatially adjusted;0,717143;;SF[a];6,6763781807972;2,31478015948807;11,7965325161677;30
CBA;Prec;Spatially adjusted;0,737347;;SF[e];5,49726989860483;1,63483409280925;12,0586318461178;30
CBA;Prec;Spatially adjusted;0,737347;;SF[i];-3,16464806049544;-8,48492019011616;2,59276881780922;30
CBA;Prec;Spatially adjusted;0,737347;;SF[a];5,98440128860148;1,94145338268848;11,2640836073274;30
CBA;Prec;Spatially adjusted;0,757551;;SF[e];6,44179786264431;3,20576472263235;12,241047504718;30
