cell_id;Lon;Lat;spatial_component;region;response;run
358951;-64,8988906598325;-0,983886216346732;516,038577419164;CBA;Prec;1
360258;-64,8899894883536;-0,902919581925657;496,841448227096;CBA;Prec;1
361373;-64,8810883168747;-2,80113734446418;524,628434521847;CBA;Prec;1
363740;-64,8632859739169;-5,58998808563453;171,390321479066;CBA;Prec;1
364135;-64,8632859739169;-1,43370085201937;536,48156845933;CBA;Prec;1
365287;-64,854384802438;-3,25095198013682;378,710511276116;CBA;Prec;1
366574;-64,8454836309591;-3,25095198013682;380,208246399972;CBA;Prec;1
366808;-64,8454836309591;-0,345149433691588;243,052754730448;CBA;Prec;1
367528;-64,8365824594802;-6,70552838210267;-42,0785684555977;CBA;Prec;1
367879;-64,8365824594802;-3,25095198013682;381,708275941281;CBA;Prec;1
368131;-64,8365824594802;-0,183216164849439;239,544858105623;CBA;Prec;1
371748;-64,8098789450436;-3,25994827285027;383,888779647059;CBA;Prec;1
374459;-64,7920766020858;-2,0364524638207;493,060171703184;CBA;Prec;1
377086;-64,774274259128;-2,60321890476822;593,443152483573;CBA;Prec;1
378227;-64,7653730876491;-4,97824018111974;226,527010094265;CBA;Prec;1
378696;-64,7653730876491;-0,0932532377149116;257,063758203918;CBA;Prec;1
382435;-64,7386695732124;-3,39489266355206;373,378978423116;CBA;Prec;1
385088;-64,7208672302546;-3,47585929797314;378,613832182667;CBA;Prec;1
385116;-64,7208672302546;-2,90909285702562;552,753916890411;CBA;Prec;1
385243;-64,7208672302546;-1,57764153543461;509,659290494914;CBA;Prec;1
390636;-64,6852625443391;-1,51466748644044;508,440051657753;CBA;Prec;1
391707;-64,6763613728602;-4,71734769242961;303,626770229216;CBA;Prec;1
391954;-64,6763613728602;-1,87451919497855;486,136688099506;CBA;Prec;1
395605;-64,6496578584235;-6,34567667356456;15,8614499594109;CBA;Prec;1
397332;-64,6407566869446;-2,33333012336464;580,606982887753;CBA;Prec;1
397413;-64,6407566869446;-1,60463041357497;495,217582505262;CBA;Prec;1
398493;-64,6318555154657;-4,82530320499105;253,057831941814;CBA;Prec;1
398636;-64,6318555154657;-3,51184446882695;389,706083917047;CBA;Prec;1
398637;-64,6318555154657;-3,49385188340004;387,524504589803;CBA;Prec;1
398638;-64,6318555154657;-3,48485559068659;386,568394703962;CBA;Prec;1
398639;-64,6318555154657;-3,47585929797314;385,72030141796;CBA;Prec;1
398643;-64,6318555154657;-3,43987412711933;383,649151394414;CBA;Prec;1
398657;-64,6318555154657;-3,13400017486193;468,562453934628;CBA;Prec;1
399991;-64,6229543439868;-3,51184446882695;390,054191607715;CBA;Prec;1
399992;-64,6229543439868;-3,50284817611349;388,958443304867;CBA;Prec;1
401354;-64,6140531725079;-3,5208407615404;391,461621084656;CBA;Prec;1
402721;-64,605152001029;-3,5208407615404;391,63356470302;CBA;Prec;1
402766;-64,605152001029;-2,72916700275656;645,339340249765;CBA;Prec;1
402959;-64,605152001029;-0,893923289212204;506,453399963308;CBA;Prec;1
404159;-64,5962508295501;-2,56723373391441;649,279587586158;CBA;Prec;1
404314;-64,5962508295501;-1,14581948518888;509,794508522022;CBA;Prec;1
405756;-64,5873496580712;-0,300167970124324;226,420979615278;CBA;Prec;1
407086;-64,5784484865924;-0,758978898510413;463,774744278342;CBA;Prec;1
407933;-64,5695473151135;-6,38166184441837;8,78481261465531;CBA;Prec;1
408219;-64,5695473151135;-3,68277403038255;413,843005372107;CBA;Prec;1
408591;-64,5695473151135;0,455520617805705;350,948196163461;CBA;Prec;1
409299;-64,5606461436346;-6,4896173569798;-5,61820396505109;CBA;Prec;1
409598;-64,5606461436346;-3,691770323096;414,283366210188;CBA;Prec;1
409603;-64,5606461436346;-3,63779256681529;406,525513418371;CBA;Prec;1
412363;-64,5428438006768;-3,62879627410183;403,673259661495;CBA;Prec;1
412430;-64,5428438006768;-2,5312485630606;655,255466805175;CBA;Prec;1
412508;-64,5428438006768;-1,82953773141129;475,874686126383;CBA;Prec;1
412590;-64,5428438006768;-1,06485285076781;506,863307411376;CBA;Prec;1
413639;-64,5339426291979;-4,51942925273365;351,454622896679;CBA;Prec;1
413735;-64,5339426291979;-3,62879627410183;402,788203717839;CBA;Prec;1
415000;-64,525041457719;-4,60939217986818;317,121915366531;CBA;Prec;1
416471;-64,5161402862401;-3,61979998138838;399,728832870031;CBA;Prec;1
417841;-64,5072391147612;-3,61080368867493;397,679803850658;CBA;Prec;1
418006;-64,5072391147612;-1,56864524272116;475,131894263563;CBA;Prec;1
418222;-64,5072391147612;0,689424228355476;282,985055205329;CBA;Prec;1
419204;-64,4983379432823;-3,64678885952874;400,676157209643;CBA;Prec;1
419205;-64,4983379432823;-3,61080368867493;396,645331428416;CBA;Prec;1
419218;-64,4983379432823;-3,49385188340004;388,470942095464;CBA;Prec;1
419219;-64,4983379432823;-3,48485559068659;388,397357401383;CBA;Prec;1
420577;-64,4894367718034;-3,63779256681529;398,400171507779;CBA;Prec;1
420646;-64,4894367718034;-2,52225227034715;662,160895343456;CBA;Prec;1
420723;-64,4894367718034;-1,82054143869783;471,958620633083;CBA;Prec;1
421959;-64,4805356003245;-3,58381481053457;392,077908511964;CBA;Prec;1
422311;-64,4805356003245;0,608457593934402;321,464614589747;CBA;Prec;1
423324;-64,4716344288456;-3,62879627410183;394,902265179247;CBA;Prec;1
423328;-64,4716344288456;-3,57481851782112;390,452904031933;CBA;Prec;1
423352;-64,4716344288456;-2,8551151007449;644,577022034907;CBA;Prec;1
424435;-64,4627332573668;-6,28270262457039;17,380528222102;CBA;Prec;1
424717;-64,4627332573668;-3,54782963968076;388,145315090762;CBA;Prec;1
426091;-64,4538320858879;-3,56582222510766;388,037488100358;CBA;Prec;1
426093;-64,4538320858879;-3,54782963968076;387,353244403546;CBA;Prec;1
426095;-64,4538320858879;-3,52983705425385;386,940812535359;CBA;Prec;1
426097;-64,4538320858879;-3,51184446882695;386,842942512618;CBA;Prec;1
427470;-64,444930914409;-3,53883334696731;386,358799922809;CBA;Prec;1
427471;-64,444930914409;-3,52983705425385;386,266711989943;CBA;Prec;1
427473;-64,444930914409;-3,51184446882695;386,327324948533;CBA;Prec;1
429296;-64,4360297429301;3,96407477605227;-79,8484921897922;CBA;Prec;1
431852;-64,4182273999723;-0,642027093235527;383,24283437241;CBA;Prec;1
431881;-64,4182273999723;-0,129238408568722;235,193957544246;CBA;Prec;1
