region;response;n_successful_runs;CCC_median;CCC_lower;CCC_upper;RMSE_median;RMSE_lower;RMSE_upper;MAE_median;MAE_lower;MAE_upper;Bias_median;Bias_lower;Bias_upper;R2_median;R2_lower;R2_upper
CBA;Prec;30;0,816361790986411;0,812181581706906;0,821582653022936;209,501805168015;207,346404425754;211,314661875423;163,335773921119;161,656828176198;164,848524483988;-5,06146499612073e-13;-4,12699470734104e-12;5,52085351779285e-12;0,690195944028536;0,684281938619589;0,697666773511524
