region;response;n_successful_runs;CCC_median;CCC_lower;CCC_upper;RMSE_median;RMSE_lower;RMSE_upper;MAE_median;MAE_lower;MAE_upper;Bias_median;Bias_lower;Bias_upper;R2_median;R2_lower;R2_upper
SBA;Temp;30;0,936785953219984;0,934946033223941;0,938660446265406;0,368162654939831;0,364061896412455;0,373695511942854;0,267374201008388;0,264411555679172;0,270600913536336;1,77771976506907e-14;-1,70146694928347e-12;1,15512765486775e-12;0,881702889555229;0,878493032949431;0,884996897346822
