response,response_label,unit,permutation,n_runs,estimate,contrast,cover_value,cover_label,final_estimate,estimate_centered
Prec,Precipitation,mm,3,6,-0.207199302637492,PF - SF[e],0.25,25% cover,1.39245086560322,-1.59965016824071
Prec,Precipitation,mm,3,7,0.575402067737286,PF - SF[e],0.25,25% cover,1.39245086560322,-0.817048797865934
Prec,Precipitation,mm,3,8,-0.207199302637492,PF - SF[e],0.25,25% cover,1.39245086560322,-1.59965016824071
Prec,Precipitation,mm,3,9,-0.0367647455320821,PF - SF[e],0.25,25% cover,1.39245086560322,-1.4292156111353
Prec,Precipitation,mm,3,10,0.269318661102602,PF - SF[e],0.25,25% cover,1.39245086560322,-1.12313220450062
Prec,Precipitation,mm,3,11,-0.0367647455320821,PF - SF[e],0.25,25% cover,1.39245086560322,-1.4292156111353
Prec,Precipitation,mm,3,12,0.269318661102602,PF - SF[e],0.25,25% cover,1.39245086560322,-1.12313220450062
Prec,Precipitation,mm,3,13,0.575402067737286,PF - SF[e],0.25,25% cover,1.39245086560322,-0.817048797865934
Prec,Precipitation,mm,3,14,0.269318661102602,PF - SF[e],0.25,25% cover,1.39245086560322,-1.12313220450062
Prec,Precipitation,mm,3,15,0.575402067737286,PF - SF[e],0.25,25% cover,1.39245086560322,-0.817048797865934
Prec,Precipitation,mm,3,16,0.269318661102602,PF - SF[e],0.25,25% cover,1.39245086560322,-1.12313220450062
Prec,Precipitation,mm,3,17,0.575402067737286,PF - SF[e],0.25,25% cover,1.39245086560322,-0.817048797865934
Prec,Precipitation,mm,3,18,0.920417648846068,PF - SF[e],0.25,25% cover,1.39245086560322,-0.472033216757152
Prec,Precipitation,mm,3,19,0.576097046092173,PF - SF[e],0.25,25% cover,1.39245086560322,-0.816353819511047
Prec,Precipitation,mm,3,20,0.920765138023512,PF - SF[e],0.25,25% cover,1.39245086560322,-0.471685727579708
Prec,Precipitation,mm,3,21,1.26543322995485,PF - SF[e],0.25,25% cover,1.39245086560322,-0.12701763564837
Prec,Precipitation,mm,3,22,1.30572369856873,PF - SF[e],0.25,25% cover,1.39245086560322,-0.0867271670344949
Prec,Precipitation,mm,3,23,1.26543322995485,PF - SF[e],0.25,25% cover,1.39245086560322,-0.12701763564837
Prec,Precipitation,mm,3,24,1.00262982020865,PF - SF[e],0.25,25% cover,1.39245086560322,-0.389821045394567
Prec,Precipitation,mm,3,25,1.26543322995485,PF - SF[e],0.25,25% cover,1.39245086560322,-0.12701763564837
Prec,Precipitation,mm,3,26,1.00262982020865,PF - SF[e],0.25,25% cover,1.39245086560322,-0.389821045394567
Prec,Precipitation,mm,3,27,1.26543322995485,PF - SF[e],0.25,25% cover,1.39245086560322,-0.12701763564837
Prec,Precipitation,mm,3,28,1.30572369856873,PF - SF[e],0.25,25% cover,1.39245086560322,-0.0867271670344949
Prec,Precipitation,mm,3,29,1.3460141671826,PF - SF[e],0.25,25% cover,1.39245086560322,-0.0464366984206199
Prec,Precipitation,mm,3,30,1.39245086560322,PF - SF[e],0.25,25% cover,1.39245086560322,0
Prec,Precipitation,mm,4,2,1.08935698724315,PF - SF[e],0.25,25% cover,1.39245086560322,-0.303093878360072
Prec,Precipitation,mm,4,3,0.739826410462456,PF - SF[e],0.25,25% cover,1.39245086560322,-0.652624455140764
Prec,Precipitation,mm,4,4,1.08935698724315,PF - SF[e],0.25,25% cover,1.39245086560322,-0.303093878360072
Prec,Precipitation,mm,4,5,0.739826410462456,PF - SF[e],0.25,25% cover,1.39245086560322,-0.652624455140764
Prec,Precipitation,mm,4,6,1.08935698724315,PF - SF[e],0.25,25% cover,1.39245086560322,-0.303093878360072
Prec,Precipitation,mm,4,7,1.43888756402384,PF - SF[e],0.25,25% cover,1.39245086560322,0.0464366984206202
Prec,Precipitation,mm,4,8,1.08935698724315,PF - SF[e],0.25,25% cover,1.39245086560322,-0.303093878360072
Prec,Precipitation,mm,4,9,1.26543322995485,PF - SF[e],0.25,25% cover,1.39245086560322,-0.12701763564837
Prec,Precipitation,mm,4,10,1.00262982020865,PF - SF[e],0.25,25% cover,1.39245086560322,-0.389821045394567
Prec,Precipitation,mm,4,11,1.26543322995485,PF - SF[e],0.25,25% cover,1.39245086560322,-0.12701763564837
Prec,Precipitation,mm,4,12,1.00262982020865,PF - SF[e],0.25,25% cover,1.39245086560322,-0.389821045394567
Prec,Precipitation,mm,4,13,0.739826410462456,PF - SF[e],0.25,25% cover,1.39245086560322,-0.652624455140764
Prec,Precipitation,mm,4,14,1.00262982020865,PF - SF[e],0.25,25% cover,1.39245086560322,-0.389821045394567
Prec,Precipitation,mm,4,15,1.26543322995485,PF - SF[e],0.25,25% cover,1.39245086560322,-0.12701763564837
Prec,Precipitation,mm,4,16,1.30572369856873,PF - SF[e],0.25,25% cover,1.39245086560322,-0.0867271670344949
Prec,Precipitation,mm,4,17,1.26543322995485,PF - SF[e],0.25,25% cover,1.39245086560322,-0.12701763564837
Prec,Precipitation,mm,4,18,1.30572369856873,PF - SF[e],0.25,25% cover,1.39245086560322,-0.0867271670344949
Prec,Precipitation,mm,4,19,1.3460141671826,PF - SF[e],0.25,25% cover,1.39245086560322,-0.0464366984206199
