region,response,frac_area,Tipo,median,lower,upper
EBA,Temp,0.01,PF,24.9539634416706,24.8240398107714,25.1071472337829
EBA,Temp,0.0149748743718593,PF,24.9575661113377,24.8278042620452,25.1095974944693
EBA,Temp,0.0199497487437186,PF,24.9609654085012,24.8315691452206,25.1120486612436
EBA,Temp,0.0249246231155779,PF,24.9635978646206,24.8353348921991,25.1145016401936
EBA,Temp,0.0298994974874372,PF,24.9662329822938,24.8391019348823,25.1169573374071
EBA,Temp,0.0348743718592965,PF,24.9688716487054,24.8428707051718,25.1194166589719
EBA,Temp,0.0398492462311558,PF,24.97151475104,24.8466416349691,25.121880510976
EBA,Temp,0.0448241206030151,PF,24.9741631764822,24.8504151561758,25.1243497995071
EBA,Temp,0.0497989949748744,PF,24.977407532959,24.8541917006935,25.126825430653
EBA,Temp,0.0547738693467337,PF,24.9809629719308,24.8579717004237,25.1293083105017
EBA,Temp,0.059748743718593,PF,24.9845237732923,24.8617555872681,25.1317993451409
EBA,Temp,0.0647236180904523,PF,24.9880905328646,24.8655437931281,25.1342994406585
EBA,Temp,0.0696984924623116,PF,24.9916638464688,24.8693367499054,25.1368095031423
EBA,Temp,0.0746733668341709,PF,24.9952443099258,24.8731348895014,25.1393304386802
EBA,Temp,0.0796482412060302,PF,24.9988325190568,24.8769386438179,25.14186315336
EBA,Temp,0.0846231155778894,PF,25.0024290696829,24.8807484447563,25.1444085532695
EBA,Temp,0.0895979899497487,PF,25.0060345576252,24.8845647242182,25.1469675444966
EBA,Temp,0.094572864321608,PF,25.0096495787046,24.8883879141052,25.1495410331292
EBA,Temp,0.0995477386934673,PF,25.0132747287423,24.8922184463189,25.1521299252549
EBA,Temp,0.104522613065327,PF,25.0169106035594,24.8961749914186,25.1547351269618
EBA,Temp,0.109497487437186,PF,25.020557798977,24.9002982562268,25.1573575443377
EBA,Temp,0.114472361809045,PF,25.024216910816,24.9044290668899,25.1599980834703
EBA,Temp,0.119447236180905,PF,25.0278885348977,24.9085678007007,25.1626576504475
EBA,Temp,0.124422110552764,PF,25.0315449725233,24.9127148349519,25.1653371513572
EBA,Temp,0.129396984924623,PF,25.0352134918247,24.9168705469363,25.1680374922872
