region;response;contrast_type;frac_plot;frac_bin;stage;median;lower;upper;n_runs;significant
EBA;Temp;Spatially adjusted;0,696939;;SF[e];0,323418945207317;0,294755505479852;0,348417170699073;30;TRUE
EBA;Temp;Spatially adjusted;0,696939;;SF[i];0,258270096683648;0,240368685227976;0,291897658904062;30;TRUE
EBA;Temp;Spatially adjusted;0,696939;;SF[a];0,26152474234188;0,233413524371365;0,284349910153543;30;TRUE
EBA;Temp;Spatially adjusted;0,717143;;SF[e];0,339312909458252;0,312219947531997;0,363959342158462;30;TRUE
EBA;Temp;Spatially adjusted;0,717143;;SF[i];0,273570470165856;0,256560653037085;0,30661269241244;30;TRUE
EBA;Temp;Spatially adjusted;0,717143;;SF[a];0,279290105555958;0,252276408165879;0,301986656376515;30;TRUE
EBA;Temp;Spatially adjusted;0,737347;;SF[e];0,353375586279542;0,327396754050545;0,37771249793227;30;TRUE
EBA;Temp;Spatially adjusted;0,737347;;SF[i];0,286840818077792;0,271073536272304;0,319216370826866;30;TRUE
EBA;Temp;Spatially adjusted;0,737347;;SF[a];0,295833296336488;0,270559715294222;0,319871766064496;30;TRUE
EBA;Temp;Spatially adjusted;0,757551;;SF[e];0,365491964579771;0,341635876829063;0,389804424855175;30;TRUE
EBA;Temp;Spatially adjusted;0,757551;;SF[i];0,297846641425037;0,283843217390986;0,329859505225481;30;TRUE
EBA;Temp;Spatially adjusted;0,757551;;SF[a];0,311241612714438;0,288304844089693;0,33719477824288;30;TRUE
EBA;Temp;Spatially adjusted;0,777755;;SF[e];0,375746055803788;0,353327342805694;0,401830290489604;30;TRUE
EBA;Temp;Spatially adjusted;0,777755;;SF[i];0,30769019429434;0,295204065942471;0,338692906686422;30;TRUE
EBA;Temp;Spatially adjusted;0,777755;;SF[a];0,325850830802761;0,305553192885592;0,353439102118194;30;TRUE
EBA;Temp;Spatially adjusted;0,797959;;SF[e];0,384669185349884;0,363535553766122;0,412235432628076;30;TRUE
EBA;Temp;Spatially adjusted;0,797959;;SF[i];0,316698727273233;0,305402939928001;0,345867386287829;30;TRUE
EBA;Temp;Spatially adjusted;0,797959;;SF[a];0,340179317810041;0,320950778763855;0,368694628382364;30;TRUE
EBA;Temp;Spatially adjusted;0,818163;;SF[e];0,396230936326342;0,370033418245996;0,420993898555071;30;TRUE
EBA;Temp;Spatially adjusted;0,818163;;SF[i];0,325670091602655;0,311984276795786;0,351703019040003;30;TRUE
EBA;Temp;Spatially adjusted;0,818163;;SF[a];0,353632877493105;0,335436862449951;0,382392719741181;30;TRUE
EBA;Temp;Spatially adjusted;0,838367;;SF[e];0,402488346722249;0,375465637966909;0,433261114107933;30;TRUE
EBA;Temp;Spatially adjusted;0,838367;;SF[i];0,334465866140022;0,315076866303445;0,35668282915709;30;TRUE
EBA;Temp;Spatially adjusted;0,838367;;SF[a];0,365322638246348;0,346942856156805;0,393715382418729;30;TRUE
EBA;Temp;Spatially adjusted;0,858571;;SF[e];0,407950883138977;0,382588408397945;0,445594889475025;30;TRUE
EBA;Temp;Spatially adjusted;0,858571;;SF[i];0,340877418574253;0,3185842588097;0,360522389164416;30;TRUE
EBA;Temp;Spatially adjusted;0,858571;;SF[a];0,376578970747621;0,357840781212707;0,406111129081366;30;TRUE
EBA;Temp;Spatially adjusted;0,878776;;SF[e];0,416241851834731;0,388658406281693;0,456839265433086;30;TRUE
EBA;Temp;Spatially adjusted;0,878776;;SF[i];0,348072502685665;0,321165404269729;0,365592500337864;30;TRUE
EBA;Temp;Spatially adjusted;0,878776;;SF[a];0,386712051731498;0,366600869805331;0,418481254765308;30;TRUE
EBA;Temp;Spatially adjusted;0,89898;;SF[e];0,423461074026327;0,388617541882461;0,466769898686375;30;TRUE
EBA;Temp;Spatially adjusted;0,89898;;SF[i];0,35225723704966;0,322952623690143;0,371733104503864;30;TRUE
EBA;Temp;Spatially adjusted;0,89898;;SF[a];0,395324880541289;0,373979745822653;0,430297965371927;30;TRUE
EBA;Temp;Spatially adjusted;0,919184;;SF[e];0,428260705295077;0,387837953526466;0,47628969395597;30;TRUE
EBA;Temp;Spatially adjusted;0,919184;;SF[i];0,356435888681052;0,323652930899401;0,378169783462111;30;TRUE
EBA;Temp;Spatially adjusted;0,919184;;SF[a];0,403319612833911;0,380351135799503;0,441653496747446;30;TRUE
EBA;Temp;Spatially adjusted;0,939388;;SF[e];0,432236912702031;0,386467386005067;0,485480818838597;30;TRUE
EBA;Temp;Spatially adjusted;0,939388;;SF[i];0,361382317491664;0,322626935969738;0,384173919365755;30;TRUE
EBA;Temp;Spatially adjusted;0,939388;;SF[a];0,411824421316721;0,386561100491783;0,455821638128388;30;TRUE
EBA;Temp;Spatially adjusted;0,959592;;SF[e];0,436152230985517;0,38465358410961;0,49442544093101;30;TRUE
EBA;Temp;Spatially adjusted;0,959592;;SF[i];0,364563164354694;0,319977940153616;0,390269535628014;30;TRUE
EBA;Temp;Spatially adjusted;0,959592;;SF[a];0,422296850286934;0,392442469243407;0,469991316644299;30;TRUE
EBA;Temp;Spatially adjusted;0,979796;;SF[e];0,442904325837615;0,38254429263145;0,503205727829942;30;TRUE
EBA;Temp;Spatially adjusted;0,979796;;SF[i];0,367152392207862;0,31701064672477;0,397180888220441;30;TRUE
EBA;Temp;Spatially adjusted;0,979796;;SF[a];0,431086474497001;0,398104774034588;0,48404421433925;30;TRUE
EBA;Temp;Spatially adjusted;1;;SF[e];0,448451356841531;0,380287256361941;0,511903847132133;30;TRUE
EBA;Temp;Spatially adjusted;1;;SF[i];0,369619514484806;0,313884204489559;0,404157654431445;30;TRUE
EBA;Temp;Spatially adjusted;1;;SF[a];0,439411104742402;0,40365754684555;0,498038721623719;30;TRUE
EBA;Temp;Current landscape;1;0–5;SF[e];-0,379918296775863;-0,504689272271467;-0,278449086518126;30;TRUE
EBA;Temp;Current landscape;1;0–5;SF[i];-0,42160172856617;-0,606105315457132;-0,33388550332174;30;TRUE
EBA;Temp;Current landscape;1;0–5;SF[a];-0,749403692074125;-0,934807833708872;-0,673496483285764;30;TRUE
EBA;Temp;Current landscape;2;5–10;SF[e];-0,370035209271153;-0,472646604506155;-0,23243083017661;30;TRUE
EBA;Temp;Current landscape;2;5–10;SF[i];-0,441717581885674;-0,521931232567273;-0,300326334815358;30;TRUE
EBA;Temp;Current landscape;2;5–10;SF[a];-0,756356551728859;-0,871379441396474;-0,587309391713273;30;TRUE
EBA;Temp;Current landscape;3;10–15;SF[e];-0,324859822003493;-0,418540675544121;-0,177982755484741;30;TRUE
EBA;Temp;Current landscape;3;10–15;SF[i];-0,383194394155364;-0,467952396453121;-0,234923141104184;30;TRUE
EBA;Temp;Current landscape;3;10–15;SF[a];-0,650865067767189;-0,812401646439214;-0,539859825757762;30;TRUE
EBA;Temp;Current landscape;4;15–20;SF[e];-0,301908288224949;-0,419431484712051;-0,208790710158719;30;TRUE
EBA;Temp;Current landscape;4;15–20;SF[i];-0,342030519100407;-0,456446309333442;-0,213257610603565;30;TRUE
EBA;Temp;Current landscape;4;15–20;SF[a];-0,613553335756139;-0,724173507973657;-0,522243999445358;30;TRUE
EBA;Temp;Current landscape;5;20–25;SF[e];-0,252514275013532;-0,345201009793334;-0,154601837193499;30;TRUE
EBA;Temp;Current landscape;5;20–25;SF[i];-0,258652141559957;-0,39594776533727;-0,192076463151863;30;TRUE
EBA;Temp;Current landscape;5;20–25;SF[a];-0,53072153888276;-0,639124704359673;-0,425913043431289;30;TRUE
EBA;Temp;Current landscape;6;25–30;SF[e];-0,235908684825553;-0,379756939954146;-0,134412601816922;30;TRUE
EBA;Temp;Current landscape;6;25–30;SF[i];-0,242946102786851;-0,365518256763797;-0,159699691411731;30;TRUE
EBA;Temp;Current landscape;6;25–30;SF[a];-0,490000953301006;-0,617859716185611;-0,368240023010506;30;TRUE
EBA;Temp;Current landscape;7;30–35;SF[e];-0,18068245308624;-0,256294163982877;-0,0778143409179136;30;TRUE
EBA;Temp;Current landscape;7;30–35;SF[i];-0,233152991147252;-0,292984584766133;-0,136252626397299;30;TRUE
EBA;Temp;Current landscape;7;30–35;SF[a];-0,450885719766332;-0,551707967999708;-0,360861550524916;30;TRUE
EBA;Temp;Current landscape;8;35–40;SF[e];-0,227644872392229;-0,309869997210871;-0,074828563140217;30;TRUE
EBA;Temp;Current landscape;8;35–40;SF[i];-0,24038073570407;-0,308910419363219;-0,100827302325935;30;TRUE
EBA;Temp;Current landscape;8;35–40;SF[a];-0,430738018483046;-0,534697857651821;-0,347532648815143;30;TRUE
EBA;Temp;Current landscape;9;40–45;SF[e];-0,122723049369448;-0,222491496445526;-0,0269175452685856;30;TRUE
EBA;Temp;Current landscape;9;40–45;SF[i];-0,156269872288571;-0,261213146118066;-0,0731155629056867;30;TRUE
EBA;Temp;Current landscape;9;40–45;SF[a];-0,354454946694939;-0,443578401546014;-0,270975104817699;30;TRUE
EBA;Temp;Current landscape;10;45–50;SF[e];-0,130158482361045;-0,222545461332344;0,00137867026037889;30;FALSE
EBA;Temp;Current landscape;10;45–50;SF[i];-0,161461420124761;-0,232165225904824;-0,0282665627977087;30;TRUE
EBA;Temp;Current landscape;10;45–50;SF[a];-0,355601615702568;-0,429255918680826;-0,270026885221691;30;TRUE
EBA;Temp;Current landscape;11;50–55;SF[e];-0,148185698864543;-0,272807770463822;-0,0618760007142061;30;TRUE
EBA;Temp;Current landscape;11;50–55;SF[i];-0,169368100910079;-0,259236024289608;-0,0711808975451868;30;TRUE
EBA;Temp;Current landscape;11;50–55;SF[a];-0,349128887917065;-0,462407821508424;-0,278485745367764;30;TRUE
EBA;Temp;Current landscape;12;55–60;SF[e];-0,200212087571817;-0,303627146022241;-0,101491319208774;30;TRUE
EBA;Temp;Current landscape;12;55–60;SF[i];-0,164214920349803;-0,283728488122049;-0,0475770262977061;30;TRUE
EBA;Temp;Current landscape;12;55–60;SF[a];-0,36844155339085;-0,462150887945345;-0,26539684596561;30;TRUE
EBA;Temp;Current landscape;13;60–65;SF[e];-0,176004633816295;-0,283927197929386;-0,0959780024025219;30;TRUE
EBA;Temp;Current landscape;13;60–65;SF[i];-0,144273497963555;-0,214162536872263;-0,0560710775950484;30;TRUE
EBA;Temp;Current landscape;13;60–65;SF[a];-0,360861133760334;-0,459981962537817;-0,250164304707813;30;TRUE
EBA;Temp;Current landscape;14;65–70;SF[e];-0,181468784143599;-0,299369950631982;-0,086851370835118;30;TRUE
EBA;Temp;Current landscape;14;65–70;SF[i];-0,171677056826662;-0,297169668159574;-0,054749367481649;30;TRUE
EBA;Temp;Current landscape;14;65–70;SF[a];-0,371491619688773;-0,483189443727005;-0,318446639201609;30;TRUE
EBA;Temp;Current landscape;15;70–75;SF[e];-0,278625588451419;-0,401453000312591;-0,165323035335008;30;TRUE
EBA;Temp;Current landscape;15;70–75;SF[i];-0,243714846000682;-0,383365342566787;-0,141591725618591;30;TRUE
EBA;Temp;Current landscape;15;70–75;SF[a];-0,408005680861823;-0,489180054636192;-0,249470872711306;30;TRUE
EBA;Temp;Current landscape;16;75–80;SF[e];-0,278453181868178;-0,354109777341851;-0,175008068401837;30;TRUE
EBA;Temp;Current landscape;16;75–80;SF[i];-0,206109980323776;-0,275326072281422;-0,129707317903067;30;TRUE
EBA;Temp;Current landscape;16;75–80;SF[a];-0,416311048768049;-0,480350165508586;-0,350469247203518;30;TRUE
EBA;Temp;Current landscape;17;80–85;SF[e];-0,342408438041023;-0,460989287752253;-0,221725591174049;30;TRUE
EBA;Temp;Current landscape;17;80–85;SF[i];-0,217395320065604;-0,309248863303444;-0,0590810243726059;30;TRUE
EBA;Temp;Current landscape;17;80–85;SF[a];-0,403810787515202;-0,559574460645138;-0,255389108902082;30;TRUE
EBA;Temp;Current landscape;18;85–90;SF[e];-0,357089549185034;-0,448055468108184;-0,221913427525005;30;TRUE
EBA;Temp;Current landscape;18;85–90;SF[i];-0,233079279788591;-0,377742397384711;-0,104488798850504;30;TRUE
EBA;Temp;Current landscape;18;85–90;SF[a];-0,35835596904143;-0,499995894079151;-0,272496147028361;30;TRUE
EBA;Temp;Current landscape;19;90–95;SF[e];-0,374868919889186;-0,520671904832021;-0,260398543087518;30;TRUE
EBA;Temp;Current landscape;19;90–95;SF[i];-0,232905269930882;-0,343718316260466;-0,143149389046388;30;TRUE
EBA;Temp;Current landscape;19;90–95;SF[a];-0,435463979201579;-0,553498493959509;-0,313193433149878;30;TRUE
EBA;Temp;Current landscape;20;95–100;SF[e];-0,79350611304646;-0,892350371983344;-0,689051418026763;30;TRUE
EBA;Temp;Current landscape;20;95–100;SF[i];-0,617662844226885;-0,710297024876503;-0,499185287162389;30;TRUE
EBA;Temp;Current landscape;20;95–100;SF[a];-0,686773397547347;-0,810444244387979;-0,601180882581613;30;TRUE
