year_effect;Ano;region;response;run
-0,589475533020828;2001;EBA;Temp;1
-0,250729928558701;2002;EBA;Temp;1
-0,46625976012766;2003;EBA;Temp;1
-0,515611982721713;2004;EBA;Temp;1
0,131197256585845;2005;EBA;Temp;1
-0,291615564780858;2006;EBA;Temp;1
-0,134319209599176;2007;EBA;Temp;1
-0,0863794072969394;2008;EBA;Temp;1
-0,0863804557094405;2009;EBA;Temp;1
0,206408625341905;2010;EBA;Temp;1
-0,178927945453966;2011;EBA;Temp;1
0,0517236521247941;2012;EBA;Temp;1
-0,226111479258858;2013;EBA;Temp;1
-0,0642441860801095;2014;EBA;Temp;1
0,505524076686967;2015;EBA;Temp;1
0,648779536763734;2016;EBA;Temp;1
0,55704043038058;2017;EBA;Temp;1
0,129117323945057;2018;EBA;Temp;1
0,187901104518526;2019;EBA;Temp;1
0,430756772800643;2020;EBA;Temp;1
0,0416066734667129;2021;EBA;Temp;1
-0,587935890948111;2001;EBA;Temp;2
-0,264516299109875;2002;EBA;Temp;2
-0,464056864865273;2003;EBA;Temp;2
-0,515690005141119;2004;EBA;Temp;2
0,127763460959453;2005;EBA;Temp;2
-0,293672516056016;2006;EBA;Temp;2
-0,138945799965733;2007;EBA;Temp;2
-0,0877247198789025;2008;EBA;Temp;2
-0,0742238763051269;2009;EBA;Temp;2
0,202154293373542;2010;EBA;Temp;2
-0,188647127160703;2011;EBA;Temp;2
0,0475814073345051;2012;EBA;Temp;2
-0,227677253036916;2013;EBA;Temp;2
-0,0624918780138708;2014;EBA;Temp;2
0,502978386875092;2015;EBA;Temp;2
0,651907674113101;2016;EBA;Temp;2
0,551941453695734;2017;EBA;Temp;2
0,126629560389505;2018;EBA;Temp;2
0,19282621945039;2019;EBA;Temp;2
0,439209434055014;2020;EBA;Temp;2
0,0625903402845195;2021;EBA;Temp;2
-0,562786191919895;2001;EBA;Temp;3
-0,259387782537993;2002;EBA;Temp;3
-0,457351527856885;2003;EBA;Temp;3
-0,503479589839006;2004;EBA;Temp;3
0,13945301430952;2005;EBA;Temp;3
-0,279981928066261;2006;EBA;Temp;3
-0,136825453411731;2007;EBA;Temp;3
-0,0887995968408576;2008;EBA;Temp;3
-0,0645198042524715;2009;EBA;Temp;3
0,196957525771629;2010;EBA;Temp;3
-0,188176744017679;2011;EBA;Temp;3
0,0420461293860572;2012;EBA;Temp;3
-0,225878107646199;2013;EBA;Temp;3
-0,0672459085722758;2014;EBA;Temp;3
0,498175113408677;2015;EBA;Temp;3
0,628228463424257;2016;EBA;Temp;3
0,543386002092697;2017;EBA;Temp;3
0,121047944688245;2018;EBA;Temp;3
0,188116397076399;2019;EBA;Temp;3
0,431461311784107;2020;EBA;Temp;3
0,0455607330237362;2021;EBA;Temp;3
-0,585370070327044;2001;EBA;Temp;4
-0,254598622574807;2002;EBA;Temp;4
-0,461083685752999;2003;EBA;Temp;4
-0,509854013724379;2004;EBA;Temp;4
0,140398922069614;2005;EBA;Temp;4
-0,288210717542263;2006;EBA;Temp;4
-0,140559116452374;2007;EBA;Temp;4
-0,0911873879947402;2008;EBA;Temp;4
-0,0820926014963886;2009;EBA;Temp;4
0,202063630436986;2010;EBA;Temp;4
-0,189004550845397;2011;EBA;Temp;4
0,0455355641825159;2012;EBA;Temp;4
-0,229840313097261;2013;EBA;Temp;4
-0,063624993830353;2014;EBA;Temp;4
0,495628075736496;2015;EBA;Temp;4
0,637313136306644;2016;EBA;Temp;4
0,550298368323011;2017;EBA;Temp;4
0,126013684993773;2018;EBA;Temp;4
0,195521198161177;2019;EBA;Temp;4
0,438208005375282;2020;EBA;Temp;4
0,0644454880529673;2021;EBA;Temp;4
-0,585616093809618;2001;EBA;Temp;5
-0,260874893001468;2002;EBA;Temp;5
-0,457828731024059;2003;EBA;Temp;5
-0,507387049315193;2004;EBA;Temp;5
0,138570734844606;2005;EBA;Temp;5
-0,286906543856977;2006;EBA;Temp;5
-0,130238596083749;2007;EBA;Temp;5
-0,0893456103137169;2008;EBA;Temp;5
-0,0892197629186522;2009;EBA;Temp;5
0,201143191494429;2010;EBA;Temp;5
-0,188304701552909;2011;EBA;Temp;5
0,0458522470924241;2012;EBA;Temp;5
-0,228834327424072;2013;EBA;Temp;5
-0,0671689269272517;2014;EBA;Temp;5
0,50841257311723;2015;EBA;Temp;5
0,652105423230878;2016;EBA;Temp;5
0,549848596502975;2017;EBA;Temp;5
0,125283746552739;2018;EBA;Temp;5
0,19028160012007;2019;EBA;Temp;5
0,428302719636793;2020;EBA;Temp;5
0,051924403628204;2021;EBA;Temp;5
-0,57873736754233;2001;EBA;Temp;6
-0,258964325172028;2002;EBA;Temp;6
-0,47008277677452;2003;EBA;Temp;6
-0,514095335819379;2004;EBA;Temp;6
0,13408451516753;2005;EBA;Temp;6
-0,295215188538503;2006;EBA;Temp;6
-0,136434321202871;2007;EBA;Temp;6
-0,0894274734644159;2008;EBA;Temp;6
-0,0691613455055738;2009;EBA;Temp;6
0,20426583707703;2010;EBA;Temp;6
-0,18739442465319;2011;EBA;Temp;6
0,0460840183892788;2012;EBA;Temp;6
-0,231529429263973;2013;EBA;Temp;6
-0,0655375205038517;2014;EBA;Temp;6
0,503995052709445;2015;EBA;Temp;6
0,647312862090013;2016;EBA;Temp;6
0,559850923276565;2017;EBA;Temp;6
0,124248795624287;2018;EBA;Temp;6
0,194077134017182;2019;EBA;Temp;6
0,430745697467011;2020;EBA;Temp;6
0,0519146726062982;2021;EBA;Temp;6
-0,575263906354795;2001;EBA;Temp;7
-0,251701754432131;2002;EBA;Temp;7
-0,465434360236522;2003;EBA;Temp;7
-0,501067692431196;2004;EBA;Temp;7
0,145769543376887;2005;EBA;Temp;7
-0,280967277463728;2006;EBA;Temp;7
-0,138522112065815;2007;EBA;Temp;7
-0,0910662195411384;2008;EBA;Temp;7
-0,0674357748435113;2009;EBA;Temp;7
0,20716094751055;2010;EBA;Temp;7
-0,183402878503677;2011;EBA;Temp;7
0,0393331705901539;2012;EBA;Temp;7
-0,230309301561016;2013;EBA;Temp;7
-0,0612801725314251;2014;EBA;Temp;7
0,500454492100878;2015;EBA;Temp;7
0,62701706020178;2016;EBA;Temp;7
0,544288402039003;2017;EBA;Temp;7
0,1231221206175;2018;EBA;Temp;7
0,189718674897163;2019;EBA;Temp;7
0,426589104340866;2020;EBA;Temp;7
0,0429979343011029;2021;EBA;Temp;7
-0,579685103605035;2001;EBA;Temp;8
-0,256653183021438;2002;EBA;Temp;8
-0,460168482937008;2003;EBA;Temp;8
-0,506873484732057;2004;EBA;Temp;8
0,133155886723136;2005;EBA;Temp;8
-0,293100943453797;2006;EBA;Temp;8
-0,139760115418327;2007;EBA;Temp;8
-0,0975415549855043;2008;EBA;Temp;8
-0,0803777865939438;2009;EBA;Temp;8
0,205794138855724;2010;EBA;Temp;8
-0,184077374752652;2011;EBA;Temp;8
0,043974587370393;2012;EBA;Temp;8
-0,229752733916499;2013;EBA;Temp;8
-0,0625357416194775;2014;EBA;Temp;8
0,509571678454932;2015;EBA;Temp;8
0,645451007231512;2016;EBA;Temp;8
0,552272449069286;2017;EBA;Temp;8
0,120809190123722;2018;EBA;Temp;8
0,188757700378564;2019;EBA;Temp;8
0,433543866572164;2020;EBA;Temp;8
0,0571960002540388;2021;EBA;Temp;8
-0,573656372305934;2001;EBA;Temp;9
-0,252826677411971;2002;EBA;Temp;9
-0,455675619184021;2003;EBA;Temp;9
-0,49749689831383;2004;EBA;Temp;9
0,139697725177725;2005;EBA;Temp;9
-0,293406081540863;2006;EBA;Temp;9
-0,129743580673429;2007;EBA;Temp;9
-0,0946541295682275;2008;EBA;Temp;9
-0,0708160825730776;2009;EBA;Temp;9
0,208550307341628;2010;EBA;Temp;9
-0,190420186934899;2011;EBA;Temp;9
0,0414239373646287;2012;EBA;Temp;9
