region;response;n_successful_runs;CCC_median;CCC_lower;CCC_upper;RMSE_median;RMSE_lower;RMSE_upper;MAE_median;MAE_lower;MAE_upper;Bias_median;Bias_lower;Bias_upper;R2_median;R2_lower;R2_upper
EBA;Temp;30;0,905068710652965;0,901571969884697;0,908442789247191;0,341828921700536;0,335851157159666;0,346450265513186;0,248557456117886;0,244146207315548;0,251112404841234;2,81858396237613e-16;-9,4858467295274e-13;1,25292173803943e-12;0,827829621991271;0,822094874954938;0,833387869568308
