region;response;run;CCC;RMSE;MAE;Bias;R2;Residual_SD;n_eval;n_cells_per_stratum;selected_cells;rows_model;n_unique_cells
EBA;Temp;1;0,904629033305029;0,341753966942135;0,247598706532115;1,12908900212788e-12;0,827102814189816;0,341755701588558;98509;200;3893;98509;3893
EBA;Temp;2;0,905547452929828;0,338847850585086;0,245705962814718;-5,05771591133119e-13;0,828606693104547;0,338849550378414;99674;200;3916;99674;3916
EBA;Temp;3;0,905763107365372;0,337981893605427;0,244981076894902;-1,43491319053904e-13;0,828961015189222;0,337983602548246;98887;200;3891;98887;3891
EBA;Temp;4;0,906562417860002;0,339625134153867;0,246656307127454;-7,67491242529179e-14;0,830291938761959;0,339626863930119;98171;200;3889;98171;3889
EBA;Temp;5;0,906147434835041;0,342216199548346;0,248963694848903;6,44229541947722e-13;0,829598645121953;0,342217932319304;98749;200;3893;98749;3893
EBA;Temp;6;0,908518515981438;0,346273227488132;0,250650404106233;2,3040970655401e-13;0,833510655130355;0,346274967830083;99485;200;3905;99485;3905
EBA;Temp;7;0,908414065313511;0,337239781026365;0,245407794626334;5,38748484609115e-15;0,833341295734428;0,337241481899553;99138;200;3904;99138;3904
EBA;Temp;8;0,907207611942702;0,336959653457107;0,245226079071595;-2,09532933328802e-14;0,831352964359676;0,336961354066793;99071;200;3915;99071;3915
EBA;Temp;9;0,903831409938869;0,343223947557788;0,249455381485504;-8,42382468674845e-16;0,825791145757315;0,343225685818623;98727;200;3910;98727;3910
EBA;Temp;10;0,904172691615487;0,342053030079114;0,249265711588329;-3,57819409046597e-13;0,826358936129592;0,342054770288925;98280;200;3893;98280;3893
EBA;Temp;11;0,904242996004115;0,344334651628771;0,248861440228975;-5,26850342571819e-14;0,826472487511226;0,344336397637019;98607;200;3907;98607;3907
EBA;Temp;12;0,901102602171938;0,343593469196299;0,250721120914842;2,54757935347944e-14;0,82131463511416;0,343595195688199;99507;200;3898;99507;3898
EBA;Temp;13;0,904171184895031;0,340972435645634;0,247058170807858;9,89703808757633e-14;0,826353306132221;0,340974153300044;99256;200;3921;99256;3921
EBA;Temp;14;0,904269149800796;0,341556638703084;0,248314611293122;4,88645674051013e-13;0,826517650837475;0,341558377289686;98229;200;3895;98229;3895
EBA;Temp;15;0,907662959632562;0,338474850875679;0,245501464566796;-9,21245459336182e-13;0,832098994928824;0,338476551801337;99498;200;3912;99498;3912
EBA;Temp;16;0,90306986920411;0,340977047706786;0,248503610974493;-7,54089964317585e-14;0,824543065576671;0,34097877017411;98980;200;3912;98980;3912
EBA;Temp;17;0,903976311530987;0,337875583033629;0,24500539072688;1,14518701292473e-14;0,826026323575256;0,337877288420867;99062;200;3901;99062;3901
EBA;Temp;18;0,904353449108883;0,344920414127003;0,249494853564794;6,32428539000053e-13;0,826653483116261;0,344922159635907;98803;200;3912;98803;3912
EBA;Temp;19;0,903584457585607;0,346245120766957;0,250464891591489;-1,28013545998876e-13;0,825400542519066;0,346246895104528;97571;200;3901;97571;3901
EBA;Temp;20;0,905825504706102;0,344733586267448;0,250543467049427;6,97286774403133e-13;0,829078129399167;0,34473533692616;98459;200;3899;98459;3899
EBA;Temp;21;0,904437585231037;0,344639660631891;0,24940473947803;1,40609926115007e-15;0,826789915801177;0,344641415340372;98205;200;3886;98205;3886
EBA;Temp;22;0,905488613717725;0,344169187871042;0,249851030015954;5,73830967019532e-15;0,828528085974348;0,344170942936367;98051;200;3909;98051;3909
EBA;Temp;23;0,90480314738024;0,341903876458938;0,248611301261278;-6,12095737270638e-14;0,827397379048344;0,341905615219933;98319;200;3905;98319;3905
EBA;Temp;24;0,904275800623915;0,346917002124693;0,252143971556266;-5,12385925803124e-13;0,82651994566009;0,346918755271141;98942;200;3899;98942;3899
EBA;Temp;25;0,906525193811165;0,337346850574174;0,245802472240013;-2,91010589342511e-14;0,830219695755382;0,337348558845457;98740;200;3899;98740;3899
EBA;Temp;26;0,90805474504691;0,343799445814361;0,248902120362761;-1,04545512750256e-13;0,832757451320731;0,343801185069565;98836;200;3919;98836;3919
EBA;Temp;27;0,901750005913675;0,344193073742814;0,249715597098551;1,57938985998808e-12;0,822390827997991;0,344194823825178;98337;200;3900;98337;3900
EBA;Temp;28;0,90533427392569;0,339045425054308;0,246369808333223;-1,02066078157821e-12;0,828261864934198;0,33904713562094;99104;200;3915;99104;3915
EBA;Temp;29;0,9078971925681;0,337098188405257;0,245493169817361;3,75973009985807e-13;0,832487890655847;0,337099881476928;99553;200;3911;99553;3911
EBA;Temp;30;0,906181927970861;0,332928757830047;0,241945187515431;6,66943049159943e-13;0,829653337549188;0,332930428433715;99644;200;3904;99644;3904
