region;response;n_successful_runs;CCC_median;CCC_lower;CCC_upper;RMSE_median;RMSE_lower;RMSE_upper;MAE_median;MAE_lower;MAE_upper;Bias_median;Bias_lower;Bias_upper;R2_median;R2_lower;R2_upper
SBA;Prec;30;0,825469885245784;0,82041268640598;0,831836635907704;173,422753812725;172,081071187597;174,58215328675;134,268964337631;133,254403225932;135,215887632356;5,04863615841139e-13;-4,25485057695656e-12;6,33444024244152e-12;0,703384716797245;0,69612645047705;0,71264611692807
