region;response;contrast_type;frac_plot;frac_bin;stage;median;lower;upper;n_runs
SBA;Prec;Spatially adjusted;0,494898;;SF[a];6,17535714311521;-0,799544580631597;9,67638959064489;30
SBA;Prec;Spatially adjusted;0,515102;;SF[e];7,18019241437026;1,93179804863235;11,2089724566931;30
SBA;Prec;Spatially adjusted;0,515102;;SF[i];-2,03632136319948;-7,90196947945752;1,23049256458461;30
SBA;Prec;Spatially adjusted;0,515102;;SF[a];5,57677395834844;-1,23365549975108;9,08782210263042;30
SBA;Prec;Spatially adjusted;0,535306;;SF[e];7,39968613683277;1,61177041171136;11,6698506221694;30
SBA;Prec;Spatially adjusted;0,535306;;SF[i];-1,78750199903312;-8,17811330831891;1,17903507755898;30
SBA;Prec;Spatially adjusted;0,535306;;SF[a];5,47325112031296;-1,62439329533303;8,60815533022928;30
SBA;Prec;Spatially adjusted;0,55551;;SF[e];7,06037594151792;1,19648146434038;11,9115475785753;30
SBA;Prec;Spatially adjusted;0,55551;;SF[i];-1,45073225523754;-8,48606570757171;1,23449577212659;30
SBA;Prec;Spatially adjusted;0,55551;;SF[a];5,10976242666584;-1,9659728068454;8,50488229067051;30
SBA;Prec;Spatially adjusted;0,575714;;SF[e];6,56935909590004;0,675954450485849;11,9001425523917;30
SBA;Prec;Spatially adjusted;0,575714;;SF[i];-1,36949108022259;-8,82836415643106;1,61056544388076;30
SBA;Prec;Spatially adjusted;0,575714;;SF[a];4,79551474586583;-2,25260887375588;8,24479910567278;30
SBA;Prec;Spatially adjusted;0,595918;;SF[e];6,06182303260062;-0,289662172675275;11,6017147701015;30
SBA;Prec;Spatially adjusted;0,595918;;SF[i];-1,54584372567445;-9,20754613411189;1,74715577181666;30
SBA;Prec;Spatially adjusted;0,595918;;SF[a];4,2358568407434;-2,47851633553279;7,73289282734937;30
SBA;Prec;Spatially adjusted;0,616122;;SF[e];5,03414980264598;-1,40411486747367;10,9823434581865;30
SBA;Prec;Spatially adjusted;0,616122;;SF[i];-1,84908723804426;-9,62614911982896;1,55136140341416;30
SBA;Prec;Spatially adjusted;0,616122;;SF[a];3,8310368970873;-2,67697446551932;7,2055783188203;30
SBA;Prec;Spatially adjusted;0,636327;;SF[e];3,9449946912971;-2,67592314263062;10,3024836179979;30
SBA;Prec;Spatially adjusted;0,636327;;SF[i];-2,29304253716385;-10,0867105927973;1,6046275894901;30
SBA;Prec;Spatially adjusted;0,636327;;SF[a];3,33093356217774;-3,46642520002914;7,22035461711174;30
SBA;Prec;Spatially adjusted;0,656531;;SF[e];2,50599656917518;-4,11360650686852;9,51059987758084;30
SBA;Prec;Spatially adjusted;0,656531;;SF[i];-2,89153054286476;-10,5917680322315;1,49172484212331;30
SBA;Prec;Spatially adjusted;0,656531;;SF[a];2,80107681205766;-4,21618435949819;7,15416886706922;30
SBA;Prec;Spatially adjusted;0,676735;;SF[e];0,769023779881082;-5,72568446890821;8,30740624170294;30
SBA;Prec;Spatially adjusted;0,676735;;SF[i];-3,65837217497813;-11,2038876034217;1,14670854700862;30
SBA;Prec;Spatially adjusted;0,676735;;SF[a];2,24062792570635;-4,75082478287354;6,97496823881468;30
SBA;Prec;Spatially adjusted;0,696939;;SF[e];-1,35736388197586;-7,35933027150436;6,66658232668341;30
SBA;Prec;Spatially adjusted;0,696939;;SF[i];-4,6554832517005;-11,9023796220805;0,552738703484861;30
SBA;Prec;Spatially adjusted;0,696939;;SF[a];1,64921537370219;-4,99685197442235;6,67298018117508;30
SBA;Prec;Spatially adjusted;0,717143;;SF[e];-3,84457383674851;-9,3434524648628;4,60528908646373;30
SBA;Prec;Spatially adjusted;0,717143;;SF[i];-5,84205948296153;-12,6206031148658;-0,280776913970108;30
SBA;Prec;Spatially adjusted;0,717143;;SF[a];0,981609283008197;-5,54446770192414;6,2525662314915;30
SBA;Prec;Spatially adjusted;0,737347;;SF[e];-6,43047938620373;-12,020542333599;1,87725897506322;30
SBA;Prec;Spatially adjusted;0,737347;;SF[i];-7,17277406395294;-13,3572426501691;-1,33786858709451;30
SBA;Prec;Spatially adjusted;0,737347;;SF[a];-0,035617367702116;-6,08109578051118;5,72162144923307;30
