region;response;n_successful_runs;CCC_median;CCC_lower;CCC_upper;RMSE_median;RMSE_lower;RMSE_upper;MAE_median;MAE_lower;MAE_upper;Bias_median;Bias_lower;Bias_upper;R2_median;R2_lower;R2_upper
CBA;Evapo;30;0,888800949660791;0,878049091611417;0,898886724258235;61,8441355963047;60,4660468561094;63,2063928832749;42,8174981890423;41,9544895882742;43,6008250869848;3,94945196529136e-13;-3,00745485672828e-12;5,95956114590005e-12;0,801302412254311;0,784333516896687;0,817556221263556
