cell_id;Lon;Lat;spatial_component;region;response;run
358951;-64,8988906598325;-0,983886216346732;30,5356404597514;CBA;Evapo;1
360068;-64,8899894883536;-3,21496680928301;43,6132265932665;CBA;Evapo;1
360269;-64,8899894883536;-0,803960362077676;16,668240758604;CBA;Evapo;1
361556;-64,8810883168747;-0,893923289212204;-2,13054073910189;CBA;Evapo;1
362579;-64,8721871453958;-4,08760720248792;19,6981335025976;CBA;Evapo;1
364048;-64,8632859739169;-2,27935236708392;8,27637881317124;CBA;Evapo;1
364155;-64,8632859739169;-1,25377499775031;26,7674835659236;CBA;Evapo;1
365277;-64,854384802438;-3,34091490727134;-2,32467316376733;CBA;Evapo;1
365287;-64,854384802438;-3,25095198013682;37,8439657516055;CBA;Evapo;1
367580;-64,8365824594802;-6,23772116100312;18,725374641938;CBA;Evapo;1
367895;-64,8365824594802;-2,8551151007449;-28,0252396604901;CBA;Evapo;1
368154;-64,8365824594802;0,0506874457003326;32,4791232381967;CBA;Evapo;1
370449;-64,8187801165225;-3,25994827285027;38,6152548322396;CBA;Evapo;1
371783;-64,8098789450436;-2,58522631934132;39,9535174894108;CBA;Evapo;1
374488;-64,7920766020858;-1,77555997513057;44,7341685436168;CBA;Evapo;1
377156;-64,774274259128;-1,95548582939963;42,016888321251;CBA;Evapo;1
378596;-64,7653730876491;-1,16381207061579;-2,31154174668154;CBA;Evapo;1
382429;-64,7386695732124;-3,44887041983278;-4,1235791973304;CBA;Evapo;1
382567;-64,7386695732124;-1,65860816985569;2,80997850906169;CBA;Evapo;1
382712;-64,7386695732124;-0,129238408568722;-1,33159705303297;CBA;Evapo;1
385088;-64,7208672302546;-3,47585929797314;21,6937891056368;CBA;Evapo;1
386090;-64,7119660587757;-6,72352096752957;9,29833300911663;CBA;Evapo;1
387747;-64,7030648872968;-3,79972583565743;-0,142169459931213;CBA;Evapo;1
387792;-64,7030648872968;-3,39489266355206;22,4256988861435;CBA;Evapo;1
389274;-64,694163715818;-1,56864524272116;12,2484112665076;CBA;Evapo;1
390707;-64,6852625443391;-0,81295665479113;-10,743695287616;CBA;Evapo;1
391494;-64,6763613728602;-6,68753579667576;24,5000797325047;CBA;Evapo;1
395612;-64,6496578584235;-6,28270262457039;16,2357060125269;CBA;Evapo;1
397141;-64,6407566869446;-4,69935510700271;-14,481801249889;CBA;Evapo;1
397270;-64,6407566869446;-3,5208407615404;1,59584051635829;CBA;Evapo;1
397338;-64,6407566869446;-2,27935236708392;15,8397129649988;CBA;Evapo;1
398497;-64,6318555154657;-4,78931803413723;14,1133937864324;CBA;Evapo;1
398636;-64,6318555154657;-3,51184446882695;-18,2797610337505;CBA;Evapo;1
398730;-64,6318555154657;-2,05444504924761;38,2349856681194;CBA;Evapo;1
399991;-64,6229543439868;-3,51184446882695;-0,908673143881177;CBA;Evapo;1
399992;-64,6229543439868;-3,50284817611349;-19,3671802816321;CBA;Evapo;1
401354;-64,6140531725079;-3,5208407615404;-6,69530445022065;CBA;Evapo;1
402721;-64,605152001029;-3,5208407615404;-22,7059014809036;CBA;Evapo;1
402985;-64,605152001029;-0,498086409820284;-20,7858998076836;CBA;Evapo;1
404163;-64,5962508295501;-2,5312485630606;21,6441582443485;CBA;Evapo;1
404469;-64,5962508295501;0,518494666799874;22,3735060003326;CBA;Evapo;1
405226;-64,5873496580712;-5,88686574517847;-39,9845062806507;CBA;Evapo;1
406759;-64,5784484865924;-4,30351822761079;16,7307342447766;CBA;Evapo;1
406828;-64,5784484865924;-3,66478144495564;-46,9218681599084;CBA;Evapo;1
408250;-64,5695473151135;-3,35890749269825;1,47004472895068;CBA;Evapo;1
409603;-64,5606461436346;-3,63779256681529;-9,23108576400955;CBA;Evapo;1
409778;-64,5606461436346;-1,55964895000771;-3,02832642495668;CBA;Evapo;1
409863;-64,5606461436346;-0,651023385948981;11,7775708217498;CBA;Evapo;1
410984;-64,5517449721557;-3,63779256681529;2,66529370854277;CBA;Evapo;1
411008;-64,5517449721557;-3,42188154169242;26,098798870759;CBA;Evapo;1
412363;-64,5428438006768;-3,62879627410183;-8,04823158566797;CBA;Evapo;1
412593;-64,5428438006768;-1,03786397262745;-2,14472142104729;CBA;Evapo;1
412762;-64,5428438006768;0,707416813782381;36,6600046028543;CBA;Evapo;1
413490;-64,5339426291979;-6,01281384316681;-22,7064161397356;CBA;Evapo;1
413965;-64,5339426291979;-1,028867679914;1,2733679051571;CBA;Evapo;1
414012;-64,5339426291979;-0,534071580674095;18,0242834056462;CBA;Evapo;1
414117;-64,5339426291979;0,57247242308059;5,39162478921541;CBA;Evapo;1
415479;-64,525041457719;0,464516910519158;12,213413627047;CBA;Evapo;1
416471;-64,5161402862401;-3,61979998138838;-4,16800979533764;CBA;Evapo;1
417838;-64,5072391147612;-3,66478144495564;-0,967461627010204;CBA;Evapo;1
417841;-64,5072391147612;-3,61080368867493;-12,7407914744954;CBA;Evapo;1
419109;-64,4983379432823;-4,50143666730675;15,1902171780866;CBA;Evapo;1
419219;-64,4983379432823;-3,48485559068659;22,2415917550448;CBA;Evapo;1
420577;-64,4894367718034;-3,63779256681529;-27,5412753013379;CBA;Evapo;1
420580;-64,4894367718034;-3,59281110324802;8,36386688566745;CBA;Evapo;1
420582;-64,4894367718034;-3,57481851782112;-2,40903644386357;CBA;Evapo;1
420591;-64,4894367718034;-3,49385188340004;10,9183809024028;CBA;Evapo;1
420811;-64,4894367718034;-1,01987138720054;-15,0599309475183;CBA;Evapo;1
421957;-64,4805356003245;-3,62879627410183;-13,5167730659596;CBA;Evapo;1
422036;-64,4805356003245;-2,42329305049917;-4,87640068809378;CBA;Evapo;1
423328;-64,4716344288456;-3,57481851782112;-9,68416579793393;CBA;Evapo;1
423329;-64,4716344288456;-3,56582222510766;-2,39836137081602;CBA;Evapo;1
423703;-64,4716344288456;0,887342668051436;63,4588144826794;CBA;Evapo;1
424716;-64,4627332573668;-3,55682593239421;3,33347402989238;CBA;Evapo;1
424717;-64,4627332573668;-3,54782963968076;-12,9035484496165;CBA;Evapo;1
425792;-64,4538320858879;-6,67853950396231;-23,7288086535118;CBA;Evapo;1
426091;-64,4538320858879;-3,56582222510766;-27,6927692047919;CBA;Evapo;1
426093;-64,4538320858879;-3,54782963968076;-3,51463207080997;CBA;Evapo;1
427470;-64,444930914409;-3,53883334696731;-2,6359809899659;CBA;Evapo;1
427852;-64,444930914409;0,932324131618699;66,3176786451559;CBA;Evapo;1
429300;-64,4360297429301;4,00005994690608;-5,8260530861644;CBA;Evapo;1
429984;-64,4271285714512;-5,76091764719013;-5,64638650079535;CBA;Evapo;1
429985;-64,4271285714512;-5,75192135447668;18,8953662687963;CBA;Evapo;1
431316;-64,4182273999723;-6,65155062582195;1,05690981558118;CBA;Evapo;1
432787;-64,4093262284934;-5,36508076779821;-1,66261550902319;CBA;Evapo;1
432988;-64,4093262284934;-3,54782963968076;-8,12105500779126;CBA;Evapo;1
434606;-64,4004250570145;-0,785967776650772;4,5273145840747;CBA;Evapo;1
435632;-64,3915238855356;-4,56441071630092;17,554401232829;CBA;Evapo;1
437408;-64,3826227140567;0,00570598213306894;11,1020583323934;CBA;Evapo;1
439590;-64,3648203710989;-6,19273969743586;-32,4604738429571;CBA;Evapo;1
