region;response;n_successful_runs;CCC_median;CCC_lower;CCC_upper;RMSE_median;RMSE_lower;RMSE_upper;MAE_median;MAE_lower;MAE_upper;Bias_median;Bias_lower;Bias_upper;R2_median;R2_lower;R2_upper
EBA;Prec;30;0,920530805966575;0,918183012235648;0,923138035813143;206,267081455027;204,028848231191;208,720312758494;156,391194093056;155,290314249389;158,153586961748;-4,45320876039199e-13;-4,28449997013663e-12;3,51334549703985e-12;0,852871829640323;0,848857384056465;0,857348108100915
