region,response,term,median_beta,lower_beta,upper_beta,mean_beta,sd_beta
EBA,Prec,(Intercept),2217.36436286828,2180.43293258155,2238.81028094926,2214.2881084961,16.576653105366
EBA,Prec,TipoSF_early,-1.02527796089682,-8.84091201188462,5.6917376924722,-1.20701413260725,4.47725032962868
EBA,Prec,TipoSF_intermediate,-4.75295846586469,-13.6496602107727,3.287884775067,-4.50998428743621,4.3395326793986
EBA,Prec,TipoSF_advanced,7.76436484523331,-9.72725904191235,23.8537869009755,6.96310618437488,8.37479076573222
EBA,Prec,"ns(frac_area, df = 3)1",2.01310093472751,-5.13994949430209,8.89262853494314,1.6451979888553,4.01762512933452
EBA,Prec,"ns(frac_area, df = 3)2",-3.81125000866659,-18.2664250974182,8.56947636200109,-4.86649480118622,7.92132128028676
EBA,Prec,"ns(frac_area, df = 3)3",-2.15577857802433,-6.87511599114443,3.18708328812218,-2.09800530928677,2.69935882467351
EBA,Prec,"TipoSF_early:ns(frac_area, df = 3)1",8.57188032104371,-8.9803827622275,28.9008535393073,8.84162452950471,10.996205599365
EBA,Prec,"TipoSF_intermediate:ns(frac_area, df = 3)1",-1.82344768369519,-15.6846578838612,12.3613372498299,-1.5526711082012,8.29951366519536
EBA,Prec,"TipoSF_advanced:ns(frac_area, df = 3)1",-9.05569608439559,-25.5526040448126,4.21707953033403,-8.08028299822393,8.59476900718919
EBA,Prec,"TipoSF_early:ns(frac_area, df = 3)2",16.1129560157082,0.186712001308953,39.9276636718355,18.4951447202071,11.4592315125615
EBA,Prec,"TipoSF_intermediate:ns(frac_area, df = 3)2",-18.5389193737169,-40.4129687834944,3.69939782628041,-19.4980473174357,11.8377662369614
EBA,Prec,"TipoSF_advanced:ns(frac_area, df = 3)2",14.5703803287462,-18.5860899814581,55.0165905104061,15.5474372602739,20.0516506167489
EBA,Prec,"TipoSF_early:ns(frac_area, df = 3)3",4.09495115645497,-16.949908965118,18.4624063283975,3.62225470220345,9.90900654734325
EBA,Prec,"TipoSF_intermediate:ns(frac_area, df = 3)3",-21.754491723818,-36.0417051932659,-8.11826356159222,-21.8026639758242,8.09400517822305
EBA,Prec,"TipoSF_advanced:ns(frac_area, df = 3)3",23.3886249944936,12.675524055429,40.2738402774922,24.1166681934903,7.77122186214591
